FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Adam,Legzdins,GLK,BUR,4000000,0,0,0,0,0,0,5048,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0.1,9918,0,0,0,0,0,52,0,0,0,Stoke,Brighton,Arsenal,Bournemouth,,0,0,0,0,0
Florian,Lejeune,DEF,NEW,4300000,2,48,1.45454545454545,3.38266384778013E-07,1.11627906976744E-05,0,40991,3,27,0,0,0,0,0,11.2,1596,-2,0,48,2,1.2,0,5.3,4,0,4,0,1,0.8,46402,0,0,0,1,1653,11205,0,0,308,Everton,West Brom,Watford,Tottenham,Chelsea,0.7,1,1.7,1.1,58.5
Jonathan,Leko,MID,WBA,4500000,0,0,0,0,0,0,4538,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,974,0,0,0,0,0,23,0,0,0,Liverpool,Newcastle,Tottenham,Crystal Palace,,0,0,0,0,0
Mario,Lemina,MID,SOU,4800000,0,52,1.52941176470588,3.18627450980392E-07,1.08333333333333E-05,0,32799,2,30,0,0,0,1,0,10.8,345,-2,0,52,2,0.1,0,0.3,5,0,4,0,0,0.2,29100,0,0,0,0,1580,13,0,0,311,Bournemouth,Everton,Swansea,Man City,,0,1,1.7,0.8,58.6
Aaron,Lennon,MID,BUR,5400000,3,56,1.64705882352941,3.05010893246187E-07,1.03703703703704E-05,0,16150,2,23,0,0,0,0,0,10.4,1243,-1,0,56,1,0.5,0,2.5,0,0,5,0,4,0.3,26497,0,0,0,0,1597,459,0,0,179,Stoke,Brighton,Arsenal,Bournemouth,,0.9,1.1,0.8,1.1,65.6
,Lewis Cook,MID,BOU,4300000,3,54,2,4.65116279069767E-07,1.25581395348837E-05,0,81162,4,40,0,0,0,0,0,12.6,3704,-2,0,54,2,0.4,0,1.8,0,0,2,0,2,1.2,98729,0,0,0,0,2054,323,0,0,314,Southampton,Swansea,Burnley,,,0,1.3,1.6,1.3,91.4
Anders,Lindegaard,GLK,BUR,4000000,0,0,0,0,0,0,6955,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0.2,15344,0,0,0,0,0,69,0,0,0,Stoke,Brighton,Arsenal,Bournemouth,,0,0,0,0,0
Victor,Lindelof,DEF,MUN,4900000,2,39,2.6,5.30612244897959E-07,7.95918367346939E-06,0,306763,1,13,0,0,0,0,0,8,1101,-6,0,39,6,0.5,0,2.3,1,0,4,0,0,1.2,77731,0,0,0,0,1104,353,0,0,255,Arsenal,Brighton,West Ham,Watford,,0,3,4.3,3.2,28.3
Jesse,Lingard,MID,MUN,6000000,7,122,3.58823529411765,5.98039215686275E-07,2.03333333333333E-05,0,1293341,2,17,0,0,0,8,0,20.3,72655,0,0,122,0,0.6,0,3.8,10,0,8,0,6,9.6,1820443,0,0,0,2,1649,7043,0,0,423,Arsenal,Brighton,West Ham,Watford,,0,4.4,5.4,4,159.4
Jake,Livermore,MID,WBA,4800000,3,61,2,4.16666666666667E-07,1.27083333333333E-05,0,16408,4,37,0,0,0,0,0,12.7,39,-2,0,61,2,0.5,0,2.3,0,0,6,0,1,0.1,9595,0,0,0,0,2311,109,0,0,286,Liverpool,Newcastle,Tottenham,Crystal Palace,,1.2,1.1,1.2,1,69.7
Fernando,Llorente,FWD,TOT,7300000,1,21,1.4,1.91780821917808E-07,2.87671232876712E-06,0,28690,1,1,0,0,0,1,0,2.9,270,-2,0,21,2,0,0,0.3,2,0,1,0,0,0.2,24955,0,0,0,0,219,91,0,0,67,Watford,West Brom,Newcastle,Leicester,,0,1.1,1.8,1,20.5
Hugo,Lloris,GLK,TOT,5400000,5,124,3.9,7.22222222222222E-07,2.2962962962963E-05,0,594477,1,30,0,72,0,0,0,23,11269,-1,0,124,1,0.5,0,2.8,3,0,13,0,0,8.4,355642,0,0,0,0,2880,3844,0,0,602,Watford,West Brom,Newcastle,Leicester,,0,5.4,7.8,4.2,58.9
Jurgen,Locadia,FWD,BHA,6000000,4,14,0.411764705882353,6.86274509803922E-08,2.33333333333333E-06,0,4571,0,5,0,0,0,1,0,2.3,367,0,0,14,0,0.3,0,1.5,2,0,1,0,1,0,6703,0,0,0,0,148,45,0,0,45,Burnley,Man Utd,Man City,Liverpool,,0,0.2,0.4,0.2,15.7
Ruben,Loftus-Cheek,MID,CRY,4400000,2,59,1.73529411764706,3.94385026737968E-07,1.34090909090909E-05,0,909403,0,29,0,0,0,1,0,13.4,1784,-1,0,59,1,0.4,0,1.7,2,0,3,0,4,3.1,511584,0,0,0,0,1516,2186,0,0,269,Watford,Leicester,Stoke,West Brom,,0.9,1.2,0.9,1.4,100.6
Jason,Lokilo,MID,CRY,4300000,0,0,0,0,0,0,16245,0,0,0,0,0,0,0,0,33,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,14220,0,0,0,0,0,17,0,0,0,Watford,Leicester,Stoke,West Brom,,0,0,0,0,0
Joe,Lolley,MID,HUD,4300000,0,11,1.8,4.18604651162791E-07,2.55813953488372E-06,0,7917,1,5,0,0,0,1,0,2.6,28,-2,0,11,2,0,0,0,0,0,0,0,0,0.1,6841,0,0,0,0,217,4,0,0,28,Everton,Man City,Chelsea,Arsenal,,0,0,0,0,11.8
Kevin,Long,DEF,BUR,4000000,9,48,1.41176470588235,3.52941176470588E-07,1.2E-05,0,366274,1,13,0,0,0,1,0,12,4163,0,0,48,0,0.9,0,3.5,6,0,3,0,2,7.7,622879,1,0,0,0,1080,43667,0,0,222,Stoke,Brighton,Arsenal,Bournemouth,,0.9,1.2,0.7,0.8,52.7
Shane,Long,FWD,SOU,5600000,3,50,1.9,3.39285714285714E-07,8.92857142857143E-06,0,61559,5,26,0,0,0,2,0,8.9,435,-4,0,50,4,0.4,0,2.5,0,0,4,0,2,0.4,43392,0,0,0,0,1473,823,0,0,162,Bournemouth,Everton,Swansea,Man City,,0,1.7,2.4,1.3,98.3
Ademola,Lookman,MID,EVE,5100000,0,10,1.4,2.74509803921569E-07,1.96078431372549E-06,0,9415,0,6,0,0,0,0,0,2,8,-4,0,10,4,0,0,0,0,0,0,0,1,0.1,2250,0,0,0,0,153,1,0,0,30,Newcastle,Huddersfield,Southampton,West Ham,,0,0,0,0,7.5
Jonas,Lossl,GLK,HUD,4600000,7,122,3.6,7.82608695652174E-07,2.65217391304348E-05,0,466439,0,54,0,91,0,0,0,26.5,17359,1,0,122,-1,0.7,0,3.3,11,0,9,0,1,7,641415,1,0,2,2,3060,1924,0,0,635,Everton,Man City,Chelsea,Arsenal,,0,4,6,4.9,77.5
Dejan,Lovren,DEF,LIV,5300000,7,94,3.6,6.79245283018868E-07,1.77358490566038E-05,0,148926,4,22,0,0,0,1,0,17.7,2830,-2,0,94,2,1,0,5.3,9,0,10,0,1,1.6,122618,0,0,0,2,1938,13887,0,0,481,West Brom,Stoke,Chelsea,Brighton,,3,4.6,3.4,4.8,87
Chris,Lowe,DEF,HUD,4400000,0,51,1.5,3.40909090909091E-07,1.15909090909091E-05,0,278226,0,24,0,0,0,0,0,11.6,768,-1,0,51,1,0,0,0,0,0,6,0,0,1.2,277546,0,0,0,0,1357,22,0,0,272,Everton,Man City,Chelsea,Arsenal,,0,1,1.6,1.4,35.8
Matthew,Lowton,DEF,BUR,4400000,3,80,3.6,8.18181818181818E-07,1.81818181818182E-05,0,313634,1,18,0,0,0,0,0,18.2,5050,-1,0,80,1,0.3,0,1.5,4,0,7,0,3,5.1,560301,0,0,0,0,1935,11553,0,0,386,Stoke,Brighton,Arsenal,Bournemouth,,4,4.6,3.1,3.5,74.7
Leiva,Lucas,MID,LIV,4500000,0,0,0,0,0,0,1145,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,West Brom,Stoke,Chelsea,Brighton,,0,0,0,0,0
,Lucas Moura,MID,TOT,7700000,3,5,0.147058823529412,1.90985485103132E-08,6.49350649350649E-07,0,10802,0,1,0,0,0,0,0,0.6,187,-3,1,5,3,0.1,0,0.8,0,0,0,0,0,0,12440,0,0,0,0,121,95,-1,0,22,Watford,West Brom,Newcastle,Leicester,,0,0.1,0.2,0.1,9.9
Romelu,Lukaku,FWD,MUN,11500000,8,161,4.9,4.26086956521739E-07,1.4E-05,0,3895156,4,26,0,0,0,16,0,13.9,268305,0,1,161,0,0.4,1,4.3,18,0,14,0,7,26.6,2773924,0,0,0,3,2817,9006,-1,0,588,Arsenal,Brighton,West Ham,Watford,,0,6.8,10.2,6.9,267.6
Dodi,Lukebakio,MID,WAT,4900000,0,1,0.0294117647058824,6.00240096038415E-09,2.04081632653061E-07,0,142,0,1,0,0,0,0,0,0.2,7,-1,0,1,1,0,0,0,0,0,0,0,0,0,198,0,0,0,0,15,5,0,0,5,Crystal Palace,Tottenham,Newcastle,Man Utd,,0,0,0,0,3.6
Levi,Lumeka,MID,CRY,4400000,0,1,0.0294117647058824,6.68449197860963E-09,2.27272727272727E-07,0,723,0,0,0,0,0,0,0,0.2,7,-1,0,1,1,0,0,0,0,0,0,0,0,0,807,0,0,0,0,25,5,0,0,3,Watford,Leicester,Stoke,West Brom,,0,0,0,0,2.3
Matt,Macey,GLK,ARS,5000000,0,0,0,0,0,0,520,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,521,0,0,0,0,0,27,0,0,0,West Ham,Man Utd,Burnley,Leicester,Huddersfield,0,0,0,0,0
Niki,Maenpaa,GLK,BHA,3900000,0,0,0,0,0,0,57664,0,0,0,0,0,0,0,0,3390,-1,0,0,1,0,0,0,0,0,0,0,0,2,84833,0,0,0,0,0,3229,0,0,0,Burnley,Man Utd,Man City,Liverpool,,0,0,0,0,0
Harry,Maguire,DEF,LEI,5600000,7,114,3.4,6.07142857142857E-07,2.03571428571429E-05,0,851663,7,47,0,0,0,2,0,20.4,48762,6,0,114,-6,0.5,0,3,10,0,9,0,4,11.7,1365059,0,0,0,1,3060,4661,0,0,655,Crystal Palace,West Ham,Arsenal,Tottenham,,0,4.3,8.9,3.2,148.5
Connor,Mahoney,MID,BOU,4500000,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,1,0,0,0,Southampton,Swansea,Burnley,,,0,0,0,0,0
Riyad,Mahrez,MID,LEI,8900000,5,171,5.3,5.95505617977528E-07,1.92134831460674E-05,0,1600069,1,38,0,0,0,10,0,19,198327,4,1,171,-4,0.3,0,2.5,18,0,9,0,11,9.7,1982490,0,0,0,3,2588,3599,-1,0,588,Crystal Palace,West Ham,Arsenal,Tottenham,,0,5.3,14.2,4.5,242.5
Ainsley,Maitland-Niles,MID,ARS,4500000,1,20,0.606060606060606,1.34680134680135E-07,4.44444444444444E-06,0,11960,0,10,0,0,0,0,0,4.4,123,0,0,20,0,0.1,0,0.3,0,0,3,0,0,0.1,14463,0,0,0,0,665,68,0,0,107,West Ham,Man Utd,Burnley,Leicester,Huddersfield,0.3,0.3,0.6,0.3,24.4
Moses,Makasi,MID,WHU,4500000,0,0,0,0,0,0,422,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,520,0,0,0,0,0,0,0,0,0,Arsenal,Man City,Leicester,Man Utd,Everton,0,0,0,0,0
Scott,Malone,DEF,HUD,4300000,0,38,1.11764705882353,2.59917920656635E-07,8.83720930232558E-06,0,21638,3,22,0,0,0,0,0,8.8,285,-2,0,38,2,0.1,0,0.3,4,0,3,0,1,0.2,21519,0,0,0,1,1065,11,0,0,205,Everton,Man City,Chelsea,Arsenal,,0,0.6,1.2,0.9,42.8
Sadio,Mane,MID,LIV,9500000,8,139,5.3,5.57894736842105E-07,1.46315789473684E-05,0,1869109,3,23,0,0,0,10,0,14.6,8704,0,0,139,0,0.6,0,5.7,8,0,13,0,8,11.8,1259081,0,0,0,3,1961,64076,0,1,468,West Brom,Stoke,Chelsea,Brighton,,5.7,6.8,4.9,6.9,211.4
Eliaquim,Mangala,DEF,EVE,5000000,0,22,2,4E-07,4.4E-06,0,30394,0,7,0,0,0,0,0,4.4,99,0,0,22,0,0,0,0,0,0,2,0,0,0.2,30972,0,0,0,0,617,7,0,0,118,Newcastle,Huddersfield,Southampton,West Ham,,0,0,0,0,16.8
Javier,Manquillo,DEF,NEW,4200000,0,45,2.3,5.47619047619048E-07,1.07142857142857E-05,0,114942,2,29,0,0,0,0,0,10.7,533,-3,1,45,3,0,0,0,1,0,4,0,0,0.7,83386,0,0,0,0,1691,139,-1,0,229,Everton,West Brom,Watford,Tottenham,Chelsea,1.2,2.1,3.6,2.2,41.3
Solomon,March,MID,BHA,4800000,2,69,2.02941176470588,4.22794117647059E-07,1.4375E-05,0,47414,3,25,0,0,0,1,0,14.4,759,-2,0,69,2,0.6,0,2.8,3,0,6,0,3,0.2,48434,0,0,0,0,1730,73,0,0,279,Burnley,Man Utd,Man City,Liverpool,,0,1.1,2.3,1,95.8
Adrian,Mariappa,DEF,WAT,4200000,2,49,2,4.76190476190476E-07,1.16666666666667E-05,0,409607,3,40,0,0,0,0,0,11.7,5100,2,0,49,-2,0.3,0,1.3,2,0,5,0,0,5.4,523398,0,0,0,1,1929,2967,0,0,323,Crystal Palace,Tottenham,Newcastle,Man Utd,,2.7,1.3,1.6,1.1,53.7
Dean,Marney,MID,BUR,4400000,0,0,0,0,0,0,1463,0,0,0,0,0,0,0,0,17,-1,0,0,1,0,0,0,0,0,0,0,0,0,1093,0,0,0,0,0,20,0,0,0,Stoke,Brighton,Arsenal,Bournemouth,,0,0,0,0,0
Anthony,Martial,MID,MUN,7800000,4,122,3.58823529411765,4.60030165912519E-07,1.56410256410256E-05,0,567396,1,12,0,0,0,9,0,15.6,3487,-2,0,122,2,0.1,0,1,7,0,9,0,6,2.4,584616,0,0,0,1,1456,451,0,0,393,Arsenal,Brighton,West Ham,Watford,,0,4.4,5.4,4,169.9
Cuco,Martina,DEF,EVE,4300000,0,55,2.6,6.04651162790698E-07,1.27906976744186E-05,0,196815,2,30,0,0,0,0,0,12.8,6643,-2,0,55,2,0,0,0,0,0,5,0,2,1.4,242597,0,0,0,0,1830,467,0,0,367,Newcastle,Huddersfield,Southampton,West Ham,,2.4,1.7,2.8,2.2,74.9
Damian Emiliano,Martinez,GLK,ARS,4000000,0,0,0,0,0,0,28964,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1487,0,0,0,0,0,10,0,0,0,West Ham,Man Utd,Burnley,Leicester,Huddersfield,0,0,0,0,0
,Martinez,FWD,WHU,5000000,0,0,0,0,0,0,5098,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,5058,0,0,0,0,0,4,0,0,0,Arsenal,Man City,Leicester,Man Utd,Everton,0,0,0,0,0
Bruno,Martins Indi,DEF,STK,4900000,1,17,0.5,1.02040816326531E-07,3.46938775510204E-06,0,3270,3,27,0,0,0,0,0,3.5,50,-1,0,17,1,0.1,0,0.7,0,0,1,0,0,0,3246,0,0,0,0,1101,140,0,0,153,Burnley,Liverpool,Crystal Palace,Swansea,,0.2,0.2,0.3,0.2,32
Brandon,Mason,DEF,WAT,3900000,0,0,0,0,0,0,98794,0,0,0,0,0,0,0,0,613,-1,0,0,1,0,0,0,0,0,0,0,0,1.2,89555,0,0,0,0,0,46,0,0,0,Crystal Palace,Tottenham,Newcastle,Man Utd,,0,0,0,0,0
Conor,Masterson,DEF,LIV,4000000,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0,0,0,74,0,0,0,West Brom,Stoke,Chelsea,Brighton,,0,0,0,0,0
Arthur,Masuaku,DEF,WHU,4200000,2,53,2.4,5.71428571428571E-07,1.26190476190476E-05,0,164671,5,26,0,0,0,0,0,12.6,1962,-3,0,53,3,1.1,0,4.7,2,0,4,0,3,1,203865,0,0,0,1,1583,6982,0,0,295,Arsenal,Man City,Leicester,Man Utd,Everton,1.4,2,3.7,2.1,70.8
Juan,Mata,MID,MUN,6800000,2,92,2.70588235294118,3.97923875432526E-07,1.35294117647059E-05,0,274031,1,9,0,0,0,3,0,13.5,1944,-2,0,92,2,0.2,0,1.3,6,0,14,0,4,2,212193,0,0,0,1,1739,284,0,0,379,Arsenal,Brighton,West Ham,Watford,,0,2.9,3.3,2.6,156.3
Nemanja,Matic,MID,MUN,4700000,3,87,2.6,5.53191489361702E-07,1.85106382978723E-05,0,1105754,6,24,0,0,0,1,0,18.5,11433,-3,0,87,3,0.4,0,2,3,0,16,0,1,9.1,646652,0,0,0,1,2937,1950,0,0,538,Arsenal,Brighton,West Ham,Watford,,0,2.8,3.1,2.5,117.6
Joel,Matip,DEF,LIV,5400000,0,81,3.2,5.92592592592593E-07,1.5E-05,0,234068,3,27,0,0,0,1,0,15,1556,-1,0,81,1,0.1,0,0.7,3,0,9,0,0,1.7,146978,0,0,0,1,1995,34,0,0,470,West Brom,Stoke,Chelsea,Brighton,,0,0,0,0,78.1
Konstantinos,Mavropanos,DEF,ARS,4300000,0,0,0,0,0,0,646,0,0,0,0,0,0,0,0,21,-2,0,0,2,0,0,0,0,0,0,0,0,0,828,0,0,0,0,0,14,0,0,0,West Ham,Man Utd,Burnley,Leicester,Huddersfield,0,0,0,0,0
Alfie,Mawson,DEF,SWA,5100000,2,106,3.2,6.27450980392157E-07,2.07843137254902E-05,0,199433,2,46,0,0,0,2,0,20.8,7916,1,0,106,-1,0.3,0,1.7,7,0,9,0,1,3.6,335372,0,0,0,1,2970,7772,0,0,592,Man City,Chelsea,Bournemouth,Southampton,Stoke,2.6,3.6,6.1,3.9,105.1
Chancel,Mbemba,DEF,NEW,3900000,0,20,0.606060606060606,1.55400155400155E-07,5.12820512820513E-06,0,926150,0,11,0,0,0,0,0,5.1,15229,-1,1,20,1,0,0,0,3,0,1,0,0,10.8,1363728,0,0,0,1,670,4394,-1,0,133,Everton,West Brom,Watford,Tottenham,Chelsea,0.3,0.3,0.6,0.3,23.2
James,McArthur,MID,CRY,4300000,5,75,2.6,6.04651162790698E-07,1.74418604651163E-05,0,371115,4,34,0,0,0,3,0,17.4,4194,-2,0,75,2,0.6,0,2.7,6,0,4,0,1,3.4,333136,0,0,0,1,2106,4444,0,0,329,Watford,Leicester,Stoke,West Brom,,1.7,2.3,1.9,2.7,111.2
Gareth,McAuley,DEF,WBA,4500000,0,8,0.235294117647059,5.22875816993464E-08,1.77777777777778E-06,0,86703,0,15,0,0,0,0,0,1.8,119,-5,0,8,5,0,0,0,0,0,0,0,0,0.5,7066,0,0,0,0,454,26,0,0,73,Liverpool,Newcastle,Tottenham,Crystal Palace,,0.1,0.1,0.1,0.1,9.3
Oliver,McBurnie,FWD,SWA,4600000,0,16,1.5,3.26086956521739E-07,3.47826086956522E-06,0,272804,0,5,0,0,0,0,0,3.5,2179,1,0,16,-1,0,0,0,0,0,0,0,1,1.8,255136,0,0,0,0,267,8,0,0,45,Man City,Chelsea,Bournemouth,Southampton,Stoke,0,0,0,0,17.4
Alex,McCarthy,GLK,SOU,4400000,9,37,1.08823529411765,2.47326203208556E-07,8.40909090909091E-06,0,13994,1,23,0,30,0,0,0,8.4,1111,-1,0,37,1,0.7,0,3,2,0,3,0,0,0.3,29006,0,0,0,0,1260,1444,0,0,211,Bournemouth,Everton,Swansea,Man City,,0,0.5,1,0.5,20.2
James,McCarthy,MID,EVE,4900000,0,6,1.5,3.06122448979592E-07,1.22448979591837E-06,0,2306,0,6,0,0,0,0,0,1.2,10,-1,0,6,1,0,0,0,0,0,0,0,0,0,721,0,0,0,0,204,9,0,0,41,Newcastle,Huddersfield,Southampton,West Ham,,0,0,0,0,5.8
James,McClean,MID,WBA,4700000,3,37,1.08823529411765,2.3153942428035E-07,7.87234042553191E-06,0,10125,5,17,0,0,0,1,0,7.9,33,-3,0,37,3,0.3,0,1.3,1,0,4,0,0,0.1,6495,1,0,0,0,1056,75,0,0,127,Liverpool,Newcastle,Tottenham,Crystal Palace,,0.5,0.5,0.5,0.5,71
Sam,McQueen,DEF,SOU,4200000,0,12,0.352941176470588,8.40336134453782E-08,2.85714285714286E-06,0,6521,0,1,0,0,0,0,0,2.9,28,-3,0,12,3,0,0,0,2,0,1,0,0,0.1,4158,0,0,0,0,126,10,0,0,40,Bournemouth,Everton,Swansea,Man City,,0,0.2,0.4,0.2,6.6
Scott,McTominay,MID,MUN,4200000,0,15,0.441176470588235,1.05042016806723E-07,3.57142857142857E-06,0,71436,1,3,0,0,0,0,0,3.6,2929,-3,0,15,3,0.1,0,0.5,0,0,2,0,0,0.7,112842,0,0,0,0,435,687,0,0,71,Arsenal,Brighton,West Ham,Watford,,0,0.2,0.4,0.2,9.5
Ben,Mee,DEF,BUR,4900000,0,90,3.1,6.3265306122449E-07,1.83673469387755E-05,0,1249125,5,27,0,0,0,0,0,18.4,68541,4,0,90,-4,0.1,0,0.5,6,0,9,0,0,9.2,1225880,0,0,0,1,2610,138,0,0,491,Stoke,Brighton,Arsenal,Bournemouth,,0,0,0,2.8,117.3
Max,Melbourne,DEF,WBA,4000000,0,0,0,0,0,0,1923,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2709,0,0,0,0,0,2,0,0,0,Liverpool,Newcastle,Tottenham,Crystal Palace,,0,0,0,0,0
Benjamin,Mendy,DEF,MCI,6300000,0,17,4.3,6.82539682539682E-07,2.6984126984127E-06,0,111699,2,1,0,0,0,0,0,2.7,63,-2,0,17,2,0,0,0,1,0,2,0,1,0.3,88116,0,0,0,0,298,75,0,0,84,Swansea,West Ham,Huddersfield,Brighton,Southampton,0,0,0,0,19.7
Nampalys,Mendy,MID,LEI,4500000,0,0,0,0,0,0,3929,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1315,0,0,0,0,0,0,0,0,0,Crystal Palace,West Ham,Arsenal,Tottenham,,0,0,0,0,0
Mikel,Merino,MID,NEW,4900000,0,47,1.42424242424242,2.90661719233148E-07,9.59183673469388E-06,0,15648,4,18,0,0,0,1,0,9.6,30,-1,0,47,1,0,0,0,4,0,3,0,1,0.1,15170,0,0,0,0,1324,20,0,0,262,Everton,West Brom,Watford,Tottenham,Chelsea,0.7,1.1,1.4,0.8,73.4
Per,Mertesacker,DEF,ARS,4700000,0,15,0.454545454545455,9.67117988394584E-08,3.19148936170213E-06,0,46094,0,7,0,0,0,1,0,3.2,141,-3,0,15,3,0,0,0,2,0,0,0,0,0.5,31308,0,0,0,1,351,148,0,0,77,West Ham,Man Utd,Burnley,Leicester,Huddersfield,0.2,0.2,0.4,0.2,15.7
Roque,Mesa,MID,SWA,4200000,0,18,1.6,3.80952380952381E-07,4.28571428571429E-06,0,69213,3,16,0,0,0,0,0,4.3,239,-3,0,18,3,0,0,0,0,0,2,0,0,0.4,59606,0,0,0,0,753,13,0,0,125,Man City,Chelsea,Bournemouth,Southampton,Stoke,0,0,0,0,20.9
Simon,Mignolet,GLK,LIV,4700000,0,67,3.5,7.4468085106383E-07,1.42553191489362E-05,0,111386,3,24,0,36,0,0,0,14.3,623,-3,0,67,3,0,0,0,0,0,7,0,0,1.1,66421,0,0,1,0,1710,164,0,0,329,West Brom,Stoke,Chelsea,Brighton,,2.8,4.5,3.3,4.6,28
Luka,Milivojevic,MID,CRY,5200000,9,134,4.2,8.07692307692308E-07,2.57692307692308E-05,0,283725,7,51,0,0,0,10,0,25.8,5758,2,-1,134,-2,1.8,1,9.3,21,0,5,0,2,14,1003483,0,0,0,2,2719,151158,1,0,578,Watford,Leicester,Stoke,West Brom,,3.7,4.6,4,5.3,158.6
James,Milner,DEF,LIV,6000000,1,73,2.14705882352941,3.57843137254902E-07,1.21666666666667E-05,0,284996,3,22,0,0,0,0,0,12.2,1437,-5,0,73,5,0.7,0,4.3,4,0,6,0,3,2.6,60770,0,0,0,1,1556,4684,0,0,413,West Brom,Stoke,Chelsea,Brighton,,1.3,2.2,1.5,2.4,119.1
Tyrone,Mings,DEF,BOU,4200000,0,0,0,0,0,0,17758,1,4,0,0,0,0,0,0,36,-3,0,0,3,0,0,0,0,0,0,0,0,0.2,2662,0,0,0,0,135,16,0,0,17,Southampton,Swansea,Burnley,,,0,0,0,0,2.5
Kevin,Mirallas,MID,EVE,6000000,0,5,1,1.66666666666667E-07,8.33333333333333E-07,0,117983,1,8,0,0,0,0,0,0.8,58,-5,0,5,5,0,0,0,0,0,0,0,0,0.8,8924,0,0,0,0,135,0,0,0,19,Newcastle,Huddersfield,Southampton,West Ham,,0,0,0,0,7.9
Aleksandar,Mitrovic,FWD,NEW,4700000,0,10,1.7,3.61702127659574E-07,2.12765957446809E-06,0,155784,0,0,0,0,0,1,0,2.1,153,-3,0,10,3,0,0,0,0,0,0,0,0,0.6,48940,0,0,0,0,89,7,0,0,37,Everton,West Brom,Watford,Tottenham,Chelsea,0,0,0,0,16.6
Henrikh,Mkhitaryan,MID,ARS,7700000,0,91,2.75757575757576,3.58126721763085E-07,1.18181818181818E-05,0,2397958,2,13,0,0,0,2,0,11.8,21506,-3,0,91,3,0,0,0.3,8,0,10,0,9,7.3,2243261,0,0,0,3,1367,144,0,0,355,West Ham,Man Utd,Burnley,Leicester,Huddersfield,0,1.4,4.3,1.6,133.5
Jayson,Molumby,MID,BHA,4500000,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,829,0,0,0,0,0,8,0,0,0,Burnley,Man Utd,Man City,Liverpool,,0,0,0,0,0
Nacho,Monreal,DEF,ARS,5600000,1,119,4.8,8.57142857142857E-07,2.125E-05,0,1405950,3,27,0,0,0,4,0,21.3,6596,1,0,119,-1,0.4,0,2.3,14,0,10,0,2,8.3,1519445,0,0,0,2,2103,65096,0,0,574,West Ham,Man Utd,Burnley,Leicester,Huddersfield,7.2,3.9,10.2,4.2,113.9
Jefferson,Montero,MID,SWA,4900000,0,0,0,0,0,0,3039,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,Man City,Chelsea,Bournemouth,Southampton,Stoke,0,0,0,0,0
Aaron,Mooy,MID,HUD,5200000,3,104,3.3,6.34615384615385E-07,2E-05,0,955156,4,48,0,0,0,4,0,20,8454,-3,0,104,3,0.4,0,2,8,0,9,0,3,4.7,1027463,0,0,0,2,2706,847,0,0,519,Everton,Man City,Chelsea,Arsenal,,0,4.3,3.7,4,181
Alvaro,Morata,FWD,CHE,10400000,4,118,4.2,4.03846153846154E-07,1.13461538461538E-05,0,4000209,7,18,0,0,0,11,0,11.3,38135,4,0,118,-4,0.4,0,3.8,13,0,11,0,6,7.8,3865524,0,0,0,2,1946,1341,0,0,345,Swansea,Liverpool,Huddersfield,Newcastle,,0,4.1,10.2,4.3,217.2
