FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Vincent,Janssen,FWD,TOT,7400000,0,1,1,1.35135135135135E-07,1.35135135135135E-07,0,8677,0,0,0,0,0,0,0,0.1,36,-1,0,1,1,0,0,0,0,0,0,0,0,0.1,923,0,0,0,0,1,6,0,0,2,Stoke,Brighton,Man City,Burnley,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carl,Jenkinson,DEF,ARS,4500000,0,0,0,0,0,0,12630,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0.1,704,0,0,0,0,0,2,0,0,0,Southampton,West Ham,Newcastle,Liverpool,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Jese,MID,STK,5500000,0,26,1.73333333333333,3.15151515151515E-07,4.72727272727273E-06,0,548444,0,14,0,0,0,1,0,4.7,11462,-5,0,26,5,0.1,0,0.5,2,0,1,0,1,2.7,577449,0,0,0,1,482,203,0,0,77,Tottenham,Burnley,West Ham,West Brom,Huddersfield,0,1,1.5,1.3,0.9,0.9,1.4,0.9,1.6,0.9,1.1,1,0.9,1,0.9,1.7,0.9,1,1,1.1,0.9,1.3,1.4,34.7
,Jesus,FWD,MCI,10300000,3,74,5.3,5.14563106796117E-07,7.18446601941748E-06,0,1644005,3,6,0,0,0,8,0,7.1,143969,-2,1,74,2,0.5,0,5,11,0,5,0,4,12.6,1664562,0,0,0,2,816,17386,-1,0,264,Man Utd,Swansea,Tottenham,Bournemouth,Newcastle,4.9,6.5,6,6.7,6.6,6.7,5.6,5.6,7.1,7.2,6.1,6.8,4.6,4.8,7.1,6.8,6.4,6.7,5.7,6.1,6.4,7.7,6.6,119.5
,Joel Pereira,GLK,MUN,3900000,0,0,0,0,0,0,69932,0,0,0,0,0,0,0,0,5191,-1,0,0,1,0,0,0,0,0,0,0,0,3.7,180380,0,0,0,0,0,16702,0,0,0,Man City,Bournemouth,West Brom,Leicester,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,Johnson,MID,WHU,4500000,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,184,0,0,0,Chelsea,Arsenal,Stoke,Newcastle,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glen,Johnson,DEF,STK,4100000,0,1,0.0666666666666667,1.6260162601626E-08,2.4390243902439E-07,0,28682,0,6,0,0,0,0,0,0.2,425,-4,0,1,4,0,0,0,0,0,0,0,0,0.3,6042,0,0,0,0,149,349,0,0,23,Tottenham,Burnley,West Ham,West Brom,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4
Phil,Jones,DEF,MUN,5300000,0,59,5.4,1.0188679245283E-06,1.11320754716981E-05,0,897003,1,3,0,0,0,0,0,10.9,44008,3,1,59,-3,0,0,0,8,0,8,0,0,6.1,1107755,0,0,0,1,893,7872,-1,0,265,Man City,Bournemouth,West Brom,Leicester,Burnley,6.3,7.4,5.6,4.3,7.7,7.5,3.5,7.7,5.5,5.4,8.1,5,7.3,5.5,7.9,5.3,7,4.4,8.1,5,8.1,5.8,7.4,22.5
,Joselu,FWD,NEW,5500000,0,34,2.6,4.72727272727273E-07,6.18181818181818E-06,0,110727,2,14,0,0,0,2,0,6.2,6156,0,0,34,0,0.3,0,1.5,3,0,4,0,0,0.6,125234,0,0,0,0,924,640,0,0,102,Leicester,Everton,Arsenal,West Ham,Man City,2.7,3.2,1.3,2,2.2,2.7,2.6,2.3,1.9,2.3,2.1,2.6,2.1,1.6,2.4,1.7,3.2,1.9,2.6,1.9,2.9,2.4,1.7,72.7
Christian,Kabasele,DEF,WAT,4500000,8,45,3.2,7.11111111111111E-07,1E-05,0,11760,2,22,0,0,0,2,0,10,2868,0,0,45,0,1.1,0,5,1,0,4,0,0,1.3,75110,0,0,0,1,1139,48629,0,0,231,Burnley,Crystal Palace,Huddersfield,Brighton,Leicester,3.6,4.3,4,3.9,2.6,2.4,2.9,2.7,2.9,3.5,2.6,3.8,2.5,3.3,2.6,3.1,2.6,2.8,3.5,4.2,3.5,2.9,2.5,47.2
Younes,Kaboul,DEF,WAT,4300000,0,7,0.466666666666667,1.08527131782946E-07,1.62790697674419E-06,0,21280,0,3,0,0,0,0,0,1.6,272,-2,0,7,2,0,0,0,0,0,1,0,0,0.2,3300,0,0,0,0,151,24,0,0,35,Burnley,Crystal Palace,Huddersfield,Brighton,Leicester,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,5
Elias,Kachunga,MID,HUD,5800000,2,33,2.4,4.13793103448276E-07,5.68965517241379E-06,0,23374,1,20,0,0,0,0,0,5.7,351,-2,0,33,2,0.3,0,1.5,0,0,5,0,1,0.2,13463,0,0,0,0,1057,149,0,0,95,Brighton,Chelsea,Watford,Southampton,Stoke,2.1,1.9,1.4,1.3,2.2,2.2,1.2,2.8,1.2,2,1.2,2.5,1.2,1.2,2.7,2.6,1.4,1.2,1.7,1.2,3.1,1.2,2.6,38.9
Sullay,Kaikai,MID,CRY,4400000,0,1,0.0666666666666667,1.51515151515152E-08,2.27272727272727E-07,0,10422,0,0,0,0,0,0,0,0.2,167,-1,0,1,1,0,0,0,0,0,0,0,0,0.1,12732,0,0,0,0,13,16,0,0,5,Bournemouth,Watford,Leicester,Swansea,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6
Harry,Kane,FWD,TOT,12800000,2,82,5.9,4.609375E-07,6.40625E-06,0,2103463,3,12,0,0,0,10,0,6.4,103721,3,0,82,-3,0.3,0,4.3,14,0,6,0,1,37.5,2339419,0,0,0,4,1209,66999,0,0,276,Stoke,Brighton,Man City,Burnley,Southampton,8.2,8.2,6.9,6.6,7.6,0,15.9,8.9,7.2,8.2,6.1,8.1,7,8.9,7.2,8.5,6,7.4,7.2,7.2,7,7.1,8.3,160.6
N'Golo,Kante,MID,CHE,4900000,2,42,3.5,7.14285714285714E-07,8.57142857142857E-06,0,888241,1,8,0,0,0,1,0,8.6,19601,-1,0,42,1,0.8,0,3.8,5,0,6,0,1,12.3,565794,0,0,0,0,1066,19961,0,0,257,West Ham,Huddersfield,Southampton,Everton,Brighton,3.4,3.2,3.1,3.6,3,3.1,2.5,3.4,3,3.6,3.6,3.6,2.1,2.4,3.7,3.3,3,4.1,3.4,4.3,4.2,2.8,3.5,58.5
Loris,Karius,GLK,LIV,4800000,0,6,0.4,8.33333333333333E-08,1.25E-06,0,5643,0,0,0,0,0,0,0,1.3,161,-2,0,6,2,0,0,0,0,0,1,0,0,0.2,2129,0,0,0,0,90,38,0,0,23,Everton,West Brom,Bournemouth,Arsenal,Swansea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Orestis,Karnezis,GLK,WAT,4500000,0,0,0,0,0,0,359,0,3,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,487,0,0,0,0,31,27,0,0,4,Burnley,Crystal Palace,Huddersfield,Brighton,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
Beram,Kayal,MID,BHA,4400000,0,0,0,0,0,0,4737,0,0,0,0,0,0,0,0,92,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,1957,0,0,0,0,0,78,0,0,0,Huddersfield,Tottenham,Burnley,Watford,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael,Keane,DEF,EVE,5300000,1,19,1.6,3.0188679245283E-07,3.58490566037736E-06,0,500171,1,24,0,0,0,0,0,3.6,4927,-2,0,19,2,0.1,0,0.5,2,0,1,0,0,5.1,125711,0,0,0,0,984,773,0,0,182,Liverpool,Newcastle,Swansea,Chelsea,West Brom,0.8,0.8,1.1,1.2,0.8,0.8,1.4,0.8,1.6,1.2,0.8,2.4,1.2,0.8,1.6,0.8,0.9,1.4,0.8,1.4,0.8,1.3,0.9,31.4
Martin,Kelly,DEF,CRY,4200000,6,6,0.4,9.52380952380952E-08,1.42857142857143E-06,0,10277,0,2,0,0,0,0,0,1.4,417,-3,0,6,3,0.4,0,1.5,0,0,1,0,0,0.2,4307,0,0,0,0,139,2132,0,0,28,Bournemouth,Watford,Leicester,Swansea,Arsenal,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,6
,Kenedy,MID,CHE,4700000,0,0,0,0,0,0,2557,0,0,0,0,0,0,0,0,49,-3,1,0,3,0,0,0,0,0,0,0,0,0,853,0,0,0,0,0,15,-1,0,0,West Ham,Huddersfield,Southampton,Everton,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonjoe,Kenny,DEF,EVE,4300000,5,20,1.33333333333333,3.10077519379845E-07,4.65116279069767E-06,0,11176,1,15,0,0,0,0,0,4.7,3676,-2,0,20,2,1,0,4.3,2,0,2,0,1,0.9,49831,0,0,0,1,644,17206,0,0,152,Liverpool,Newcastle,Swansea,Chelsea,West Brom,0.7,0.7,0.8,0.9,0.7,0.7,1,0.7,1.2,0.9,0.7,2,0.9,0.7,1.2,0.7,0.7,1.1,0.7,1,0.7,0.9,0.7,29.9
,Ki Sung-yueng,MID,SWA,4900000,2,13,1.6,3.26530612244898E-07,2.6530612244898E-06,0,1016,1,7,0,0,0,0,0,2.7,84,-1,0,13,1,0.4,0,1.8,0,0,1,0,0,0,1119,0,0,0,0,532,106,0,0,78,West Brom,Man City,Everton,Crystal Palace,Liverpool,1.1,0.8,1,1.1,0.8,1,0.9,1,0.8,1.1,0.8,0.9,0.8,1.3,0.9,0.9,0.8,0.9,1.5,0.8,0.8,1,0.9,13.8
,Kiko Femenia,DEF,WAT,4600000,2,51,3.6,7.82608695652174E-07,1.10869565217391E-05,0,190703,2,20,0,0,0,0,0,11.1,7432,1,0,51,-1,0.9,0,4.3,9,0,5,0,1,6.2,475882,0,0,0,1,1208,45282,0,0,295,Burnley,Crystal Palace,Huddersfield,Brighton,Leicester,4.2,4.9,4.6,4.6,3.1,2.9,3.5,3.2,3.4,4.1,3.1,4.4,3.1,3.9,3.2,3.7,3.1,3.4,4.2,4.7,4.1,3.4,3,50.5
Andy,King,MID,LEI,4300000,0,14,0.933333333333333,2.17054263565891E-07,3.25581395348837E-06,0,184904,0,8,0,0,0,0,0,3.3,12257,-2,0,14,2,0,0,0,1,0,0,0,1,3.2,287912,0,0,0,0,347,13314,0,0,53,Newcastle,Southampton,Crystal Palace,Man Utd,Watford,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,10.9
Joshua,King,FWD,BOU,7000000,2,38,2.9,4.14285714285714E-07,5.42857142857143E-06,0,287833,1,14,0,0,0,2,0,5.4,5102,-5,0,38,5,0.5,0,3.8,2,0,4,0,1,1.5,76116,0,0,0,0,1153,4957,0,0,142,Crystal Palace,Man Utd,Liverpool,Man City,West Ham,2.7,1.7,2.9,2.4,3.5,3.6,2.6,2.9,2.5,2,3.5,2.3,3.2,2.4,2.6,3.3,3,3.5,2.1,3,2.6,2.6,2.3,86.7
Stephen,Kingsley,DEF,SWA,4500000,0,0,0,0,0,0,5612,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,5,0,0,0,West Brom,Man City,Everton,Crystal Palace,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Davy,Klaassen,MID,EVE,7000000,0,4,0.266666666666667,3.80952380952381E-08,5.71428571428571E-07,0,80424,0,4,0,0,0,0,0,0.6,324,-5,0,4,5,0,0,0,0,0,0,0,0,0.3,4813,0,0,0,0,187,56,0,0,10,Liverpool,Newcastle,Swansea,Chelsea,West Brom,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.8
Ragnar,Klavan,DEF,LIV,4300000,0,25,1.66666666666667,3.87596899224806E-07,5.81395348837209E-06,0,43603,0,8,0,0,0,0,0,5.8,4887,-2,0,25,2,0.5,0,2,1,0,3,0,0,1,68375,0,0,0,0,630,4061,0,0,149,Everton,West Brom,Bournemouth,Arsenal,Swansea,1.2,1.6,0.8,0.8,1.1,1.2,0.9,0.9,0.8,0.9,1.4,1,1.9,1.4,0.8,1.3,1.9,0.8,1.2,1,1.3,1,1.6,16.7
Anthony,Knockaert,MID,BHA,5700000,2,43,2.9,5.08771929824561E-07,7.54385964912281E-06,0,95399,2,11,0,0,0,1,0,7.5,2898,-3,0,43,3,0.4,0,2.3,5,0,5,0,1,0.8,40539,0,0,0,0,1066,1087,0,0,202,Huddersfield,Tottenham,Burnley,Watford,Chelsea,2.1,1.9,2.6,1.9,2.2,2.4,3,2.2,2.2,2.3,3.3,2.2,3.2,3.1,2.5,1.5,2.8,3.5,2.2,2.4,2.2,2.5,1.5,66.1
Aleksandar,Kolarov,DEF,MCI,5500000,0,0,0,0,0,0,2002,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,4,0,0,0,Man Utd,Swansea,Tottenham,Bournemouth,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sead,Kolasinac,DEF,ARS,6200000,1,74,5.3,8.54838709677419E-07,1.19354838709677E-05,0,509781,1,15,0,0,0,1,0,11.9,17437,2,-1,74,-2,0.9,0,5.5,6,0,7,0,4,15.7,701948,0,0,0,1,1207,79505,1,0,314,Southampton,West Ham,Newcastle,Liverpool,Crystal Palace,5.3,5.1,7.6,7.8,5.2,5.3,7.2,4.7,8,4.8,7.2,5.1,6.2,5.5,7.3,4.1,7.5,7.4,4.7,8,3.5,7.6,4.9,75.7
Vincent,Kompany,DEF,MCI,5800000,0,16,2.7,4.6551724137931E-07,2.75862068965517E-06,0,240237,4,4,0,0,0,0,0,2.8,7405,-2,0,16,2,0.3,0,2,0,0,2,0,0,2.3,67775,0,0,0,0,529,1552,0,0,104,Man Utd,Swansea,Tottenham,Bournemouth,Newcastle,0,2.3,2.6,2.3,2.3,3.4,2.4,2.1,2.5,2.9,2.5,2.3,1.8,2.3,2.5,2.9,1.6,2.6,2.5,2.1,2.7,3.4,2.6,20.8
Laurent,Koscielny,DEF,ARS,6000000,0,46,3.8,6.33333333333333E-07,7.66666666666667E-06,0,44258,3,14,0,0,0,0,0,7.7,3440,0,0,46,0,1,0,5.8,6,0,6,0,0,1.3,55891,0,0,0,1,1074,9215,0,0,277,Southampton,West Ham,Newcastle,Liverpool,Crystal Palace,3.2,3.4,4.9,5,3.8,3.2,4.6,2.8,5.7,2.8,4.6,3,3.8,3.5,4.8,2.4,4.8,4.7,2.8,5.7,2,4.9,3.1,45.5
Cheikhou,Kouyate,MID,WHU,5000000,1,37,2.8,5.6E-07,7.4E-06,0,42601,1,20,0,0,0,2,0,7.4,5307,0,0,37,0,0.7,0,3.3,2,0,3,0,0,0.4,56687,0,0,0,0,1006,176,0,0,154,Chelsea,Arsenal,Stoke,Newcastle,Bournemouth,0,0,0,3.1,2.1,0,4.5,1.7,3,3.1,1.6,2,1.4,2.5,2.7,2.6,2.6,1.8,2.6,1.4,1.7,1.7,3.7,36.7
Tim,Krul,GLK,BHA,4000000,0,0,0,0,0,0,20070,0,0,0,0,0,0,0,0,1435,0,0,0,0,0,0,0,0,0,0,0,0,0.9,53983,0,0,0,0,0,629,0,0,0,Huddersfield,Tottenham,Burnley,Watford,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grzegorz,Krychowiak,MID,WBA,5000000,0,26,2.6,5.2E-07,5.2E-06,0,21114,1,16,0,0,0,0,0,5.2,1485,0,0,26,0,0.1,0,0.5,3,0,1,0,2,0.2,29825,0,0,0,0,729,53,0,0,129,Swansea,Liverpool,Man Utd,Stoke,Everton,2.4,1.3,2.2,1.7,3.3,2.7,1.8,2.1,2,1.3,2.2,1.7,3.1,1.9,2.5,2,2.3,2.8,1.3,2,1.9,2.1,1.7,21.8
Alexandre,Lacazette,FWD,ARS,10300000,6,64,4.3,4.1747572815534E-07,6.21359223300971E-06,0,1266308,1,11,0,0,0,8,0,6.2,11892,-2,0,64,2,0.4,0,4.5,3,0,7,0,1,9.2,872045,0,0,0,1,1029,75386,0,0,281,Southampton,West Ham,Newcastle,Liverpool,Crystal Palace,3.7,3.5,6.1,5.7,3.8,3.8,4.3,3.7,6.4,3.6,6.4,3,5.1,3.7,4.9,3.4,6.4,5.4,3.7,6.4,2.4,5.3,3.2,121.6
Olayinka Fredrick Oladotun,Ladapo,FWD,CRY,4500000,0,1,1,2.22222222222222E-07,2.22222222222222E-07,0,89615,0,1,0,0,0,0,0,0.2,3913,0,0,1,0,0,0,0,0,0,0,0,0,1.7,157804,0,0,0,0,16,2616,0,0,3,Bournemouth,Watford,Leicester,Swansea,Arsenal,0.6,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.6,0.5,0.5,0.6,0.5,0.6,0.5,0.6,0.5,0.7,0.2
Adam,Lallana,MID,LIV,7300000,0,1,0.0666666666666667,9.1324200913242E-09,1.36986301369863E-07,0,34121,0,0,0,0,0,0,0,0.1,959,-2,0,1,2,0,0,0.3,0,0,0,0,0,0.3,3704,0,0,0,0,1,186,0,0,2,Everton,West Brom,Bournemouth,Arsenal,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
Erik,Lamela,MID,TOT,6300000,1,4,0.266666666666667,4.23280423280423E-08,6.34920634920635E-07,0,4319,1,0,0,0,0,0,0,0.6,992,-2,0,4,2,0.2,0,1,0,0,0,0,1,0.1,4677,0,0,0,0,26,798,0,0,16,Stoke,Brighton,Man City,Burnley,Southampton,0.1,0.1,0.1,0.1,0.1,0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,7.4
Manuel,Lanzini,MID,WHU,6800000,2,25,2.5,3.67647058823529E-07,3.67647058823529E-06,0,57871,1,20,0,0,0,1,0,3.7,1651,-2,0,25,2,0.4,1,2.8,2,0,0,0,1,0.6,23324,0,0,0,0,768,738,0,0,151,Chelsea,Arsenal,Stoke,Newcastle,Bournemouth,1.9,2.6,1.4,2.7,1.7,0,3.8,1.4,2.6,2.6,1.3,1.7,1.2,2.1,2.2,2.2,2.2,1.5,2.2,1.2,1.4,1.4,3.2,60
Jamaal,Lascelles,DEF,NEW,4600000,0,44,4,8.69565217391304E-07,9.56521739130435E-06,0,563501,3,9,0,0,0,2,0,9.4,28257,1,1,44,-1,0,0,0,4,0,3,0,0,6.1,755270,0,0,0,1,947,1452,-1,0,185,Leicester,Everton,Arsenal,West Ham,Man City,4.5,4.5,3,4.4,3.7,5.4,4,4.3,3.3,4.8,4.7,5,3.7,3.5,4.7,4,6,3.2,5.3,2.6,5.4,5.2,4.5,39.8
,Lee Chung-yong,MID,CRY,4300000,0,3,0.2,4.65116279069767E-08,6.97674418604651E-07,0,35138,0,2,0,0,0,0,0,0.7,916,-2,0,3,2,0,0,0,0,0,0,0,0,0.4,41275,0,0,0,0,109,122,0,0,8,Bournemouth,Watford,Leicester,Swansea,Arsenal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.2
Adam,Legzdins,GLK,BUR,4000000,0,0,0,0,0,0,2506,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0.1,7089,0,0,0,0,0,100,0,0,0,Watford,Stoke,Brighton,Tottenham,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florian,Lejeune,DEF,NEW,4400000,1,13,0.866666666666667,1.96969696969697E-07,2.95454545454545E-06,0,30032,2,16,0,0,0,0,0,3,404,-1,0,13,1,0.2,0,0.8,0,0,1,0,0,0.2,5423,0,0,0,0,753,153,0,0,145,Leicester,Everton,Arsenal,West Ham,Man City,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.9,0.5,0.4,0.4,0.4,0.4,0.7,0.4,0.5,0.4,0.5,0.5,0.4,27.9
Jonathan,Leko,MID,WBA,4500000,0,0,0,0,0,0,4005,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,587,0,0,0,0,0,4,0,0,0,Swansea,Liverpool,Man Utd,Stoke,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mario,Lemina,MID,SOU,5000000,0,20,1.33333333333333,2.66666666666667E-07,4E-06,0,24610,1,8,0,0,0,0,0,4,460,0,0,20,0,0.2,0,0.8,0,0,3,0,0,0.1,20757,0,0,0,0,690,156,0,0,149,Arsenal,Leicester,Chelsea,Huddersfield,Tottenham,0.8,0.7,0.7,1,0.7,0.7,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,1,0.7,0.7,0.7,0.7,0.8,0.7,0.7,29.6
Aaron,Lennon,MID,EVE,5400000,3,16,1.06666666666667,1.97530864197531E-07,2.96296296296296E-06,0,5538,0,8,0,0,0,0,0,3,294,-1,0,16,1,0.5,0,2.5,0,0,2,0,1,0.1,2799,0,0,0,0,380,309,0,0,40,Liverpool,Newcastle,Swansea,Chelsea,West Brom,0.5,0.5,0.8,0.5,0.5,0.5,0.6,0.5,0.7,0.6,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,12.2
,Lewis Cook,MID,BOU,4400000,2,13,0.866666666666667,1.96969696969697E-07,2.95454545454545E-06,0,40893,1,5,0,0,0,0,0,3,1296,-1,0,13,1,0.3,0,1.3,0,0,1,0,0,0.9,32540,0,0,0,0,463,576,0,0,88,Crystal Palace,Man Utd,Liverpool,Man City,West Ham,0.4,0.4,0.4,0.4,0.5,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,19.3
Anders,Lindegaard,GLK,BUR,4000000,0,0,0,0,0,0,2335,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0.2,7894,0,0,0,0,0,331,0,0,0,Watford,Stoke,Brighton,Tottenham,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victor,Lindelof,DEF,MUN,4900000,2,14,0.933333333333333,1.9047619047619E-07,2.85714285714286E-06,0,247144,0,6,0,0,0,0,0,2.9,2031,-6,0,14,6,0.6,0,3,1,0,1,0,0,1.2,31339,0,0,0,0,428,6600,0,0,93,Man City,Bournemouth,West Brom,Leicester,Burnley,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.6,0.5,0.5,0.9,0.5,0.5,0.9,0.6,0.5,0.5,0.5,0.7,0.5,0.7,0.5,0.5,12.8
Jesse,Lingard,MID,MUN,5800000,15,43,2.86666666666667,4.94252873563218E-07,7.41379310344828E-06,0,23055,0,5,0,0,0,3,0,7.4,3964,-2,0,43,2,1.2,0,6.8,5,0,0,0,3,1.4,71683,0,0,0,1,391,59143,0,0,131,Man City,Bournemouth,West Brom,Leicester,Burnley,1.9,3.2,1.7,1.6,2.9,2.8,1.9,2.8,1.7,1.4,3.8,1.9,2.5,1.7,2.6,1.7,3.5,1.4,3.2,2,3.3,1.5,2.2,53.4
Jake,Livermore,MID,WBA,4900000,2,31,2.2,4.48979591836735E-07,6.3265306122449E-06,0,12158,2,19,0,0,0,0,0,6.3,430,-1,0,31,1,0.6,0,2.8,0,0,3,0,1,0.2,7623,0,0,0,0,1150,227,0,0,150,Swansea,Liverpool,Man Utd,Stoke,Everton,1.9,1.1,1.7,1.3,2.6,2.1,1.4,1.6,1.5,1.1,1.7,1.3,2.5,1.5,1.9,1.5,1.7,2.2,1.1,1.5,1.4,1.6,1.3,32
Fernando,Llorente,FWD,TOT,7400000,0,8,0.9,1.21621621621622E-07,1.08108108108108E-06,0,17364,1,1,0,0,0,0,0,1.1,577,-1,0,8,1,0.1,0,0.8,0,0,0,0,0,0.1,13283,0,0,0,0,131,325,0,0,19,Stoke,Brighton,Man City,Burnley,Southampton,0.6,0.5,0.4,0.4,0.4,0,1,0.6,0.4,0.5,0.4,0.5,0.4,0.6,0.4,0.5,0.4,0.5,0.4,0.4,0.4,0.4,0.5,7.5
Hugo,Lloris,GLK,TOT,5500000,2,48,3.4,6.18181818181818E-07,8.72727272727273E-06,0,382717,0,13,0,25,0,0,0,8.7,12401,0,0,48,0,0.3,0,1.8,0,0,5,0,0,9,157978,0,0,0,0,1260,7475,0,0,235,Stoke,Brighton,Man City,Burnley,Southampton,3.8,4.3,2.6,3.3,3.6,0,7.7,3.5,3.4,3.9,2.8,4.2,4.1,4.9,3,3.8,3.4,3.2,2.8,3.6,3.7,3.4,3.5,22.3
Ruben,Loftus-Cheek,MID,CRY,4600000,3,34,3.1,6.73913043478261E-07,7.39130434782609E-06,0,448410,0,17,0,0,0,1,0,7.4,12986,1,0,34,-1,1,0,4.5,0,0,2,0,2,8,352372,0,0,0,0,900,35563,0,0,160,Bournemouth,Watford,Leicester,Swansea,Arsenal,3.4,2.3,2.1,3.1,3.5,2,2.4,3,1.6,2.3,3.6,2.5,2.9,3,2.2,2.2,2.7,2.6,2.9,2.5,3.2,2.2,3.4,61.7
Jason,Lokilo,MID,CRY,4400000,0,0,0,0,0,0,13984,0,0,0,0,0,0,0,0,239,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,13112,0,0,0,0,0,36,0,0,0,Bournemouth,Watford,Leicester,Swansea,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
