FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW1Forecast,GW2Forecast,GW3Forecast,GW4Forecast,GW5Forecast,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Ashley,Fletcher,FWD,WHU,4500000,0,16,0.421052631578947,9.35672514619883E-08,3.55555555555556E-06,0,0,2,13,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,367,0,0,0,33,Man Utd,Southampton,Newcastle,Huddersfield,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4
Darren,Fletcher,MID,STK,5000000,0,103,2.71052631578947,5.42105263157895E-07,2.06E-05,0,0,0,45,0,0,0,2,0,0,0,0,0,103,0,0,0,0,2,0,8,0,3,1.2,0,0,0,0,0,3231,0,0,0,453,Everton,Arsenal,West Brom,Man Utd,Newcastle,1.9,1.8,1.9,2.2,3.4,2.3,2.4,1.5,2.7,2.4,2.6,3.4,1.9,2,2.5,1.4,2.3,1.9,2.4,3.4,1.8,3.8,1.7,3.8,3,2.2,3.8,2.1,1.9,2,2.4,1.4,1.8,1.5,2.8,1.5,2.4,2,101.2
Phil,Foden,MID,MCI,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brighton,Everton,Bournemouth,Liverpool,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jose,Fonte,DEF,WHU,5000000,0,98,2.57894736842105,5.1578947368421E-07,1.96E-05,0,0,4,46,0,0,0,0,0,0,0,0,0,98,0,0,0,0,10,0,11,0,0,2.4,0,0,0,0,0,2934,0,0,0,592,Man Utd,Southampton,Newcastle,Huddersfield,West Brom,1.8,2.6,3.2,3.7,2.1,2.4,2.9,2.3,3.7,2.6,2.2,1.8,2,3.2,2.1,2.6,3,2.6,3.7,1.3,1.9,2.6,3.2,1.7,3.1,3.2,2.3,1.7,2.4,2.8,2.3,3.1,2,3.1,2.5,2.6,1.5,3.7,100.2
Fraser,Forster,GLK,SOU,5000000,0,134,3.52631578947368,7.05263157894737E-07,2.68E-05,0,0,3,48,0,76,0,0,0,0,0,0,0,134,0,0,0,0,4,0,14,0,0,7.2,0,0,0,1,0,3420,0,0,0,625,Swansea,West Ham,Huddersfield,Watford,Crystal Palace,4.5,4.8,4.4,3.7,4.1,3.7,4.1,5,4,4.4,4.4,2.8,5,3.4,2.1,4.6,3.3,3.3,5,3.1,3,4.8,3,3.8,5,3.3,3.5,3.7,4.8,4.4,3.8,4.2,3.9,4,2.6,2.8,4.4,4.1,56.4
Ben,Foster,GLK,WBA,4500000,0,113,2.97368421052632,6.60818713450292E-07,2.51111111111111E-05,0,0,2,51,0,115,0,0,0,0,0,0,0,113,0,0,0,0,4,0,6,0,0,15.5,0,0,0,0,0,3420,0,0,0,629,Bournemouth,Burnley,Stoke,Brighton,West Ham,2.1,2.8,3.8,3.7,3.8,3.1,2.9,1.9,3.2,3.2,3.7,3.2,2.4,4.2,3.8,2.9,2.1,2.9,3.2,4.2,3.7,3.3,4.2,3.7,2.6,3.8,2.6,4.2,2.3,2.5,1.6,3.4,3.5,2.3,2.7,3.7,3,3.2,79.5
Timothy,Fosu-Mensah,DEF,CRY,4500000,0,9,6.51026621709474E-28,1.44672582602105E-34,2E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,1.5,0,0,0,0,0,97,0,0,0,36,Huddersfield,Liverpool,Swansea,Burnley,Southampton,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4
Simon,Francis,DEF,BOU,4500000,0,89,2.34210526315789,5.2046783625731E-07,1.97777777777778E-05,0,0,4,54,0,0,0,0,0,0,0,0,0,89,0,0,0,0,7,0,10,0,1,3.5,0,0,0,0,0,2938,0,0,1,639,West Brom,Watford,Man City,Arsenal,Brighton,1.8,2,2.2,2.1,3.3,2.9,1.7,1.6,2.3,2.2,2.9,3.3,2,2.4,2.7,2.3,1.5,1.9,1.8,2.8,3.3,2.9,2.6,2.3,1.8,2.7,2.9,3.3,1.3,2.1,2.2,1.5,2.7,1.4,2,2.3,2.5,2,117.3
Ryan,Fraser,MID,BOU,5500000,0,100,2.63157894736842,4.78468899521531E-07,1.81818181818182E-05,0,0,3,32,0,0,0,3,0,0,0,0,0,100,0,0,0,0,8,0,7,0,9,1.5,0,0,0,0,0,1764,0,0,0,345,West Brom,Watford,Man City,Arsenal,Brighton,1.8,2.8,1.9,1.3,3.7,1.8,2.5,1.3,2,2.2,3.3,3.7,1.9,2.7,2.3,1.8,1.6,1.9,1.4,1.8,2.3,3.3,1.7,1.4,1.7,2.5,3.3,3.7,2,1.7,2.3,2.3,2.3,1.5,2.1,1.8,2.4,2.2,120.7
Christian,Fuchs,DEF,LEI,5000000,0,104,2.73684210526316,5.47368421052632E-07,2.08E-05,0,0,10,57,0,0,0,2,0,0,0,0,0,104,0,0,0,0,10,0,8,0,4,4.3,0,0,0,0,0,3103,0,0,0,679,Arsenal,Brighton,Man Utd,Chelsea,Huddersfield,2.7,3.9,2,2.8,3.4,2.4,1.4,2.8,2.6,3.9,2.9,2.8,2.9,2.6,3.1,3.4,2.8,3.4,2.5,2,1.9,3.9,2.2,2.5,3.4,3.1,2.3,3.4,1.8,2.3,3.3,3.4,3.9,2.5,3.4,2.9,3.4,2.1,149.4
Jay,Fulton,MID,SWA,4500000,0,19,1.37438953472E-27,3.05419896604445E-34,4.22222222222222E-06,0,0,2,15,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,3,0,0,0.1,0,0,0,0,0,690,0,0,0,92,Southampton,Man Utd,Crystal Palace,Newcastle,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.7
Ramiro,Funes Mori,DEF,EVE,5000000,0,69,1.55975128117895E-23,3.1195025623579E-30,1.38E-05,0,0,0,19,0,0,0,0,0,0,0,0,0,69,0,0,0,0,4,0,7,0,1,0,0,0,0,0,0,1543,0,0,0,365,Stoke,Man City,Chelsea,Tottenham,Man Utd,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
Manolo,Gabbiadini,FWD,SOU,7000000,0,38,2.74877906944E-27,3.92682724205715E-34,5.42857142857143E-06,0,0,1,12,0,0,0,4,0,0,0,0,0,38,0,0,1,0,4,0,3,0,1,6.8,0,0,0,0,0,724,0,0,0,124,Swansea,West Ham,Huddersfield,Watford,Crystal Palace,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.8
,Gabriel,DEF,ARS,5000000,0,45,4.06891638568421E-25,8.13783277136842E-32,9E-06,0,0,6,18,0,0,0,0,0,0,0,0,0,45,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,1517,0,0,0,296,Leicester,Stoke,Liverpool,Bournemouth,Chelsea,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
,Gamez,DEF,NEW,4000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,Tottenham,Huddersfield,West Ham,Swansea,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dwight,Gayle,FWD,NEW,6500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,Tottenham,Huddersfield,West Ham,Swansea,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kieran,Gibbs,DEF,ARS,5000000,0,45,1.62756655427368E-26,3.25513310854737E-33,9E-06,0,0,3,3,0,0,0,0,0,0,0,0,0,45,0,0,0,0,3,0,6,0,1,0.2,0,0,0,0,0,702,0,0,0,201,Leicester,Stoke,Liverpool,Bournemouth,Chelsea,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.1
Olivier,Giroud,FWD,ARS,8500000,0,116,3.05263157894737,3.59133126934985E-07,1.36470588235294E-05,0,0,2,16,0,0,0,12,0,0,0,0,0,116,0,0,0,0,17,0,4,0,5,2.1,0,0,0,0,0,1206,0,0,0,432,Leicester,Stoke,Liverpool,Bournemouth,Chelsea,3.2,3,2.3,3.2,2,3.6,4.3,2.9,0,3.6,2.9,3.2,3,4.3,2.9,2.7,2.7,4.3,2.9,2.8,3,2.6,2.6,3.4,3,2.5,2.6,3.5,3.8,3.5,2.6,3.6,3.3,3.8,3.3,2.3,3.6,3.8,158.9
Connor,Goldson,DEF,BHA,4000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,Man City,Leicester,Watford,West Brom,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heurelho,Gomes,GLK,WAT,4500000,0,113,2.97368421052632,6.60818713450292E-07,2.51111111111111E-05,0,0,1,64,0,117,0,0,0,0,0,0,0,113,0,0,0,0,6,0,7,0,0,1.9,0,1,0,1,0,3337,0,0,0,681,Liverpool,Bournemouth,Brighton,Southampton,Man City,2.7,1.6,4.2,3.2,3.2,2.9,2.6,3.7,2.6,3.8,3.7,3.8,3.7,2.9,3,2.8,3.2,4.2,3.7,2.5,3.5,2.6,3.8,1.9,3.2,3.2,3.3,4.2,3.2,3.1,2.1,2.1,3.4,3.7,3.8,2.4,4.2,2.3,84.4
Joseph,Gomez,DEF,LIV,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,Watford,Crystal Palace,Arsenal,Man City,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dan,Gosling,MID,BOU,5000000,0,49,3.54447827375158E-27,7.08895654750316E-34,9.8E-06,0,0,6,24,0,0,0,2,0,0,0,0,0,49,0,0,0,0,2,0,4,0,0,0.1,0,0,0,0,0,1366,0,0,0,254,West Brom,Watford,Man City,Arsenal,Brighton,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.5
Yoan,Gouffran,MID,NEW,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tottenham,Huddersfield,West Ham,Swansea,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Max,Gradel,MID,BOU,5000000,0,8,5.78690330408421E-28,1.15738066081684E-34,1.6E-06,0,0,3,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,134,0,0,0,24,West Brom,Watford,Man City,Arsenal,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8
Lee,Grant,GLK,STK,4500000,0,106,2.78947368421053,6.19883040935672E-07,2.35555555555556E-05,0,0,1,34,0,91,0,0,0,0,0,0,0,106,0,0,0,0,9,0,9,0,0,0.7,0,0,0,0,0,2520,0,0,0,546,Everton,Arsenal,West Brom,Man Utd,Newcastle,3.5,3.3,2.3,2.6,3.5,2.9,3.5,2.3,1.9,2.1,2.3,3.5,3,2.5,3.2,2.1,2.6,3.5,2.9,3.5,2.3,4,2.1,4,2.6,1.4,4,1.7,2.9,2.9,4,2.8,2.7,3,3.1,1.9,3.5,2.7,64.7
Andre,Gray,FWD,WAT,6500000,0,108,2.84210526315789,4.37246963562753E-07,1.66153846153846E-05,0,0,2,33,0,0,0,9,0,0,0,0,0,108,0,0,0,0,10,0,8,0,3,2.4,0,0,0,0,0,2260,0,0,0,303,Liverpool,Bournemouth,Brighton,Southampton,Man City,2.6,2.3,4,2.4,3.2,2.7,2.7,2.6,1.8,3.2,1.7,2.9,3.5,2.6,2.9,2.7,2.5,4,3.5,2.9,3.3,2.6,2.9,2.3,2.7,2.3,2.4,2.2,3.2,2,2,2.9,3.3,3.5,3,2.3,4,2,137.4
Demarai,Gray,MID,LEI,5500000,0,58,4.19550489546105E-27,7.6281907190201E-34,1.05454545454545E-05,0,0,2,20,0,0,0,1,0,0,0,0,0,58,0,0,0,0,0,0,4,0,4,0.9,0,0,0,0,0,1049,0,0,0,210,Arsenal,Brighton,Man Utd,Chelsea,Huddersfield,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.2
Pascal,Gro?,MID,BHA,5500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,Man City,Leicester,Watford,West Brom,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marko,Grujic,MID,LIV,4500000,0,4,2.8934516520421E-28,6.42989256009357E-35,8.88888888888889E-07,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,43,0,0,0,10,Watford,Crystal Palace,Arsenal,Man City,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1
Johann Berg,Gudmundsson,MID,BUR,5000000,0,47,3.39980569114947E-27,6.79961138229895E-34,9.4E-06,0,0,1,19,0,0,0,1,0,0,0,0,0,47,0,0,0,0,3,0,3,0,3,0.1,0,0,0,0,0,999,0,0,0,187,Chelsea,West Brom,Tottenham,Crystal Palace,Liverpool,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.8
Idrissa,Gueye,MID,EVE,5000000,0,80,2.10526315789474,4.21052631578947E-07,1.6E-05,0,0,11,31,0,0,0,1,0,0,0,0,0,80,0,0,0,0,9,0,9,0,2,1.3,0,0,0,0,0,2681,0,0,0,540,Stoke,Man City,Chelsea,Tottenham,Man Utd,1.8,1.1,1.1,1.2,1.1,1.8,1.9,2.6,0,1.4,2,1.3,1.3,1.3,3,1.1,2.6,1.7,1.5,1.3,1.4,1.4,1.1,1.6,1.8,1.1,1.6,1.6,1.5,3,1.4,1.3,1.3,1.3,3,2.6,1.6,1.1,122.9
Ilkay,Gundogan,MID,MCI,5500000,0,41,1.48289397167158E-26,2.69617085758469E-33,7.45454545454545E-06,0,0,0,8,0,0,0,3,0,0,0,0,0,41,0,0,0,0,2,0,3,0,1,0.5,0,0,0,0,0,704,0,0,0,196,Brighton,Everton,Bournemouth,Liverpool,Watford,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.6
Massadio,Haidara,DEF,NEW,4000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,Tottenham,Huddersfield,West Ham,Swansea,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,Hamer,GLK,LEI,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,Arsenal,Brighton,Man Utd,Chelsea,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grant,Hanley,DEF,NEW,4000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,Tottenham,Huddersfield,West Ham,Swansea,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe,Hart,GLK,WHU,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6,0,0,0,0,0,0,0,0,0,0,Man Utd,Southampton,Newcastle,Huddersfield,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isaac,Hayden,MID,NEW,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,Tottenham,Huddersfield,West Ham,Swansea,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eden,Hazard,MID,CHE,10500000,0,224,5.89473684210526,5.6140350877193E-07,2.13333333333333E-05,0,0,3,29,0,0,0,16,0,0,0,0,0,224,0,0,1,0,33,0,17,0,9,1.5,0,0,0,0,0,2985,0,0,0,869,Burnley,Tottenham,Everton,Leicester,Arsenal,0,0,0,6.8,6,6.9,6.6,6.4,8.4,7,6.9,6.4,5.5,7.7,8.4,5.3,7.3,7.6,6.4,8.4,8,4.9,7.9,7.3,8,7.3,7.6,5.8,5.4,7.5,7.2,6.2,6.5,6.4,8.4,6.6,6.6,7.3,351.6
Tom,Heaton,GLK,BUR,5000000,0,149,3.92105263157895,7.84210526315789E-07,2.98E-05,0,0,1,48,0,142,0,0,0,0,0,0,0,149,0,0,0,0,21,0,10,0,0,10.2,0,0,0,1,0,3150,0,0,0,741,Chelsea,West Brom,Tottenham,Crystal Palace,Liverpool,3.9,4.7,3.7,5.5,3.3,5.6,4.9,5.5,3.9,5.6,4.8,5.2,5.3,2.5,3.1,4.3,5.5,4.9,4.4,3.5,4.9,4.1,4.8,4.3,4.9,4.7,4.4,5.5,5.6,4.8,4.7,3.9,3.5,3.8,4.8,5.6,4.6,3.3,103.2
Michael,Hefele,DEF,HUD,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,Crystal Palace,Newcastle,Southampton,West Ham,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ahmed El-Sayed,Hegazi,DEF,WBA,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,Bournemouth,Burnley,Stoke,Brighton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomer,Hemed,FWD,BHA,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,Man City,Leicester,Watford,West Brom,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Henderson,MID,LIV,5500000,0,73,5.28054926497684E-27,9.60099866359426E-34,1.32727272727273E-05,0,0,8,28,0,0,0,1,0,0,0,0,0,73,0,0,0,0,9,0,7,0,4,1.2,0,0,0,0,0,2116,0,0,0,467,Watford,Crystal Palace,Arsenal,Man City,Burnley,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.5
Jeff,Hendrick,MID,BUR,5500000,0,76,2,3.63636363636364E-07,1.38181818181818E-05,0,0,6,47,0,0,0,2,0,0,0,0,0,76,0,0,0,0,1,0,9,0,1,0.2,0,0,0,0,0,2691,0,0,1,286,Chelsea,West Brom,Tottenham,Crystal Palace,Liverpool,1,1.5,1,1.5,1,2.8,1.1,1.2,1,2.8,1.2,1.6,1.1,1.3,1.3,1.9,1.7,2.5,1.1,1,2.5,1.2,1.1,1.3,2.5,1.2,1.2,1.5,1.5,1,1.4,1.2,1.5,1.6,1.3,2.8,1,1.7,77.4
Wayne,Hennessey,GLK,CRY,4500000,0,92,2.42105263157895,5.38011695906433E-07,2.04444444444444E-05,0,0,1,46,0,83,0,0,0,0,0,0,0,92,0,0,0,0,4,0,7,0,0,1.7,0,0,0,0,0,2610,0,0,0,497,Huddersfield,Liverpool,Swansea,Burnley,Southampton,3.4,1.5,2.6,2.1,2.9,1.9,1.6,2.3,3,2.9,1.7,3.4,2.9,3,1.9,1.5,2.1,1.4,2.1,2.7,2.3,2.4,2.6,2.3,2.4,3.4,3,2.2,2.1,1.8,3,2,1.2,3.4,1.6,1.8,2.4,2.3,63.2
Ander,Herrera,MID,MUN,5500000,0,97,2.55263157894737,4.64114832535885E-07,1.76363636363636E-05,0,0,5,18,0,0,0,1,0,0,0,0,0,97,0,0,0,0,11,0,13,0,6,5.3,0,0,0,0,0,2465,0,0,1,559,West Ham,Swansea,Leicester,Stoke,Everton,1.8,1.8,2.4,1.9,2.2,1.7,2.2,1.4,3.2,1.6,1.6,3.6,3.6,2.2,1.3,1.8,2.5,1.7,1.9,2.6,2.2,1.7,2.4,2.1,1.3,3.6,3.2,2,1.7,1.8,1.3,2.3,1.4,2.2,2,1.6,3.2,2.7,159.2
Jonathan,Hogg,MID,HUD,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crystal Palace,Newcastle,Southampton,West Ham,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pierre-Emile,H?jbjerg,MID,SOU,4500000,0,38,2.74877906944E-27,6.10839793208889E-34,8.44444444444444E-06,0,0,2,16,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,6,0,0,0.4,0,0,0,0,0,1300,0,0,0,232,Swansea,West Ham,Huddersfield,Watford,Crystal Palace,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.1
Rob,Holding,DEF,ARS,5000000,0,32,2.31476132163368E-27,4.62952264326737E-34,6.4E-06,0,0,3,8,0,0,0,0,0,0,0,0,0,32,0,0,0,0,3,0,4,0,0,2.4,0,0,0,0,0,810,0,0,0,171,Leicester,Stoke,Liverpool,Bournemouth,Chelsea,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.2
Jose,Holebas,DEF,WAT,5000000,0,87,2.28947368421053,4.57894736842105E-07,1.74E-05,0,0,14,61,0,0,0,2,0,0,0,0,0,87,0,0,0,0,9,0,7,0,4,0.5,0,0,0,0,0,2905,0,0,0,547,Liverpool,Bournemouth,Brighton,Southampton,Man City,1.8,1.1,3.2,2.2,2.1,2,1.7,2.5,1.7,2.6,2.8,2.7,2.8,1.9,2,1.9,2.2,3.2,2.8,1.6,2.4,1.7,2.6,1.2,2.2,2.1,2.2,3.2,2.1,2.1,1.4,1.3,2.3,2.8,2.7,1.5,3.2,1.5,144.6
Mason,Holgate,DEF,EVE,4500000,0,54,3.90615973025684E-27,8.68035495612631E-34,1.2E-05,0,0,2,18,0,0,0,0,0,0,0,0,0,54,0,0,0,0,5,0,5,0,1,1.6,0,0,0,0,0,1372,0,0,0,303,Stoke,Man City,Chelsea,Tottenham,Man Utd,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.3
Mark,Hudson,DEF,HUD,4000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,Crystal Palace,Newcastle,Southampton,West Ham,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Will,Hughes,MID,WAT,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,Liverpool,Bournemouth,Brighton,Southampton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uwe,Hunemeier,DEF,BHA,4000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,0,0,0,0,0,0,0,0,0,0,Man City,Leicester,Watford,West Brom,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
