FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
David,de Gea,GLK,MUN,5900000,2,129,5.2,8.8135593220339E-07,2.1864406779661E-05,0,790759,0,18,0,85,0,0,0,21.9,6496,4,0,129,-4,0.8,0,5,10,0,14,0,0,43,1118537,0,0,0,0,2250,8379,0,0,546,Huddersfield,Newcastle,Chelsea,Crystal Palace,Liverpool,7.7,5.2,7,5.9,7.4,5.9,6.7,4.9,7.4,5,7.8,5.8,7.3,56.4
Siem,de Jong,MID,NEW,4900000,0,0,0,0,0,0,9681,0,0,0,0,0,0,0,0,6,-1,0,0,1,0,0,0,0,0,0,0,0,0,521,0,0,0,0,0,0,0,0,0,Crystal Palace,Man Utd,Bournemouth,Liverpool,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mathieu,Debuchy,DEF,ARS,4500000,0,0,0,0,0,0,1227,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,1463,0,0,0,0,0,1,0,0,0,Everton,Tottenham,Man City,Brighton,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Troy,Deeney,FWD,WAT,6300000,2,35,2.2,3.49206349206349E-07,5.55555555555556E-06,0,68874,1,16,0,0,0,2,0,5.6,218,-2,0,35,2,0.3,0,2,1,0,2,0,2,0.4,43119,0,0,0,0,853,153,0,1,123,Chelsea,West Ham,Everton,West Brom,Arsenal,1.2,1.6,2,2.1,1.2,1.4,1.9,1.6,1.7,2,1.4,1.9,1.3,60.2
Jermain,Defoe,FWD,BOU,7600000,0,41,1.64,2.15789473684211E-07,5.39473684210526E-06,0,207463,1,15,0,0,0,3,0,5.4,219,-4,0,41,4,0,0,0,4,0,2,0,1,1.3,46518,0,0,0,1,787,22,0,0,129,Stoke,Huddersfield,Newcastle,Leicester,Tottenham,0,0,0,0,0,1.4,1.1,1.3,0.8,1.1,1.2,1.1,0.9,60.1
Steven,Defour,MID,BUR,5400000,0,62,2.6,4.81481481481482E-07,1.14814814814815E-05,0,29885,6,17,0,0,0,1,0,11.5,547,-1,0,62,1,0.1,0,0.7,0,0,12,0,1,0.3,26741,0,0,0,0,1998,10,0,0,353,Man City,Swansea,Southampton,Everton,West Ham,0,0,2.2,2.9,1.9,1.8,1.9,1.9,2.3,1.8,2.3,1.6,2.3,78.4
Damien,Delaney,DEF,CRY,4200000,0,0,0,0,0,0,23840,0,4,0,0,0,0,0,0,32,-3,0,0,3,0,0,0,0,0,0,0,0,0.2,3665,0,0,0,0,90,35,0,0,19,Newcastle,Everton,Tottenham,Man Utd,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Fabian,Delph,MID,MCI,4500000,0,42,1.68,3.73333333333333E-07,9.33333333333333E-06,0,113075,1,12,0,0,0,1,0,9.3,682,0,0,42,0,0.2,0,0.8,0,0,5,0,1,0.5,116903,0,0,0,0,1282,29,0,0,294,Burnley,Leicester,Arsenal,Chelsea,Stoke,0,0,0,0,0,1.1,1.1,0.8,0.8,1.2,0.9,1.4,1,52.3
Mousa,Dembele,MID,TOT,4900000,2,31,1.24,2.53061224489796E-07,6.3265306122449E-06,0,162283,4,15,0,0,0,0,0,6.3,220,-1,0,31,1,0.2,0,1.2,3,0,3,0,0,1.4,77658,0,0,0,0,1132,362,0,0,214,Liverpool,Arsenal,Crystal Palace,Huddersfield,Bournemouth,0.6,0.8,0.6,0.9,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.7,38.4
Laurent,Depoitre,FWD,HUD,5500000,2,73,3.3,6E-07,1.32727272727273E-05,0,402326,1,29,0,0,0,5,0,13.3,22886,0,0,73,0,0.3,0,1.7,11,0,4,0,2,6,706748,0,0,0,1,1411,1323,0,0,223,Man Utd,Bournemouth,West Brom,Tottenham,Swansea,2.1,3.9,2.6,2.2,3.7,4.1,2.9,2.7,3.8,1.9,4.1,2.5,3.9,71.7
Gerard,Deulofeu,MID,WAT,6000000,3,3,0.12,2E-08,5E-07,0,721,0,0,0,0,0,0,0,0.5,523,0,0,3,0,0.5,0,3,0,0,1,0,0,0.1,7715,0,0,0,0,87,5185,0,0,16,Chelsea,West Ham,Everton,West Brom,Arsenal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,6.1
Fousseni,Diabate,FWD,LEI,5000000,1,1,0.04,8E-09,2E-07,0,577,0,0,0,0,0,0,0,0.2,234,0,0,1,0,0.1,0,0.5,0,0,0,0,0,0.1,4758,0,0,0,0,32,550,0,0,3,Swansea,Man City,Stoke,Bournemouth,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
Mohamed,Diame,MID,NEW,4600000,2,34,1.36,2.95652173913044E-07,7.39130434782609E-06,0,14014,0,16,0,0,0,1,0,7.4,59,-4,0,34,4,0.4,0,2,0,0,1,0,0,0.1,5026,0,0,0,0,923,105,0,0,137,Crystal Palace,Man Utd,Bournemouth,Liverpool,Southampton,0.7,0.7,0.7,0.7,0.7,0.7,1,0.7,0.9,0.8,0.9,0.7,0.7,33.9
Brahim,Diaz,MID,MCI,4700000,1,2,0.08,1.70212765957447E-08,4.25531914893617E-07,0,3921,0,0,0,0,0,0,0,0.4,21,-3,0,2,3,0.1,0,0.5,0,0,0,0,0,0,1345,0,0,0,0,15,30,0,0,6,Burnley,Leicester,Arsenal,Chelsea,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
Eric,Dier,MID,TOT,4700000,3,60,2.4,5.1063829787234E-07,1.27659574468085E-05,0,245057,3,20,0,0,0,0,0,12.8,1299,-3,0,60,3,0.7,0,3.2,0,0,11,0,1,2.6,164101,0,0,0,0,2104,1857,0,0,341,Liverpool,Arsenal,Crystal Palace,Huddersfield,Bournemouth,1.2,2.4,1.4,2.6,1.7,2.2,1.4,1.4,1.3,1.4,1.8,1.6,2.1,84.1
Mame Biram,Diouf,FWD,STK,5400000,1,72,3,5.55555555555556E-07,1.33333333333333E-05,0,486851,4,42,0,0,0,5,0,13.3,7992,-1,0,72,1,0.6,0,3,6,0,4,0,2,3.7,636888,0,0,0,0,1830,1930,0,0,270,Bournemouth,Brighton,Leicester,Southampton,Man City,2.7,3.5,2.5,2.8,2.9,3.4,1.8,2.9,2.4,2.9,2,3.5,2.4,118
Abdoulaye,Doucoure,MID,WAT,5300000,2,99,4.1,7.73584905660377E-07,1.86792452830189E-05,0,1186057,7,43,0,0,0,7,0,18.7,11985,3,0,99,-3,0.7,0,3.8,14,0,6,0,1,13.3,1778989,0,0,0,1,2160,10565,0,0,471,Chelsea,West Ham,Everton,West Brom,Arsenal,3.7,4.1,5.3,4.9,3.5,3,4.5,4.1,4.2,4.3,3.2,4.5,2.7,133.4
Aleksandar,Dragovic,DEF,LEI,4900000,1,19,0.76,1.55102040816327E-07,3.87755102040816E-06,0,3916,1,4,0,0,0,0,0,3.9,433,-1,0,19,1,0.9,0,4.3,0,0,3,0,0,0.3,16159,0,0,0,0,404,1101,0,0,94,Swansea,Man City,Stoke,Bournemouth,West Brom,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.5,0.5,0.4,13
Daniel,Drinkwater,MID,CHE,4800000,0,20,0.8,1.66666666666667E-07,4.16666666666667E-06,0,21428,0,4,0,0,0,1,0,4.2,179,-2,0,20,2,0.1,0,0.3,1,0,1,0,0,0.2,13646,0,0,0,1,350,103,0,0,85,Watford,West Brom,Man Utd,Man City,Crystal Palace,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,20.6
Shane,Duffy,DEF,BHA,4600000,2,69,2.9,6.30434782608696E-07,1.5E-05,0,196369,6,33,0,0,0,0,0,15,2799,1,0,69,-1,0.2,0,1,6,0,8,0,1,3.9,375962,0,0,0,1,2142,1575,0,0,420,West Ham,Stoke,Swansea,Arsenal,Everton,3.8,2.4,2.9,3.8,1.7,2,3,3.5,3.4,3.1,2.6,3.2,2.3,99.3
Paul,Dummett,DEF,NEW,4200000,2,15,0.6,1.42857142857143E-07,3.57142857142857E-06,0,40879,0,6,0,0,0,0,0,3.6,160,-3,0,15,3,0.4,0,1.7,0,0,1,0,0,0.3,15308,0,0,0,0,465,520,0,0,86,Crystal Palace,Man Utd,Bournemouth,Liverpool,Southampton,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,16.5
Lewis,Dunk,DEF,BHA,4500000,2,62,2.5,5.55555555555556E-07,1.37777777777778E-05,0,173526,5,34,0,0,0,0,0,13.8,2326,0,0,62,0,0.2,0,1,5,0,8,0,0,3.7,286974,3,0,0,0,2250,1601,0,0,427,West Ham,Stoke,Swansea,Arsenal,Everton,3.1,1.9,2.3,3.1,1.3,1.6,2.4,2.9,2.9,2.5,2,2.5,1.8,105
Nathan,Dyer,MID,SWA,4400000,2,27,1.08,2.45454545454545E-07,6.13636363636364E-06,0,9503,2,13,0,0,0,0,0,6.1,176,-1,0,27,1,0.5,0,2.3,0,0,2,0,1,0.2,13208,0,0,0,0,834,913,0,0,104,Leicester,Burnley,Brighton,West Ham,Huddersfield,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.8,0.5,0.5,0.5,0.5,28.4
,Ederson,GLK,MCI,5600000,6,106,4.2,7.5E-07,1.89285714285714E-05,0,280005,0,18,0,41,0,0,0,18.9,3678,1,0,106,-1,0.6,0,3.3,5,0,11,0,0,7.7,408210,0,0,1,1,2205,4331,0,0,460,Burnley,Leicester,Arsenal,Chelsea,Stoke,4.9,4.8,4.4,4.9,4.7,5.8,3.5,5,4.2,4.6,5.1,5.6,5,38.5
,Eduardo,GLK,CHE,4700000,0,0,0,0,0,0,3250,0,0,0,0,0,0,0,0,11,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,998,0,0,0,0,0,5,0,0,0,Watford,West Brom,Man Utd,Man City,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas,Edwards,DEF,STK,4000000,0,6,0.24,6E-08,1.5E-06,0,16187,0,15,0,0,0,0,0,1.5,741,0,0,6,0,0,0,0,0,0,0,0,0,0.5,42558,0,0,0,0,481,453,0,0,81,Bournemouth,Brighton,Leicester,Southampton,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,12.7
Robert,Elliot,GLK,NEW,4100000,0,57,3.6,8.78048780487805E-07,1.39024390243902E-05,0,696639,0,21,0,44,0,0,0,13.9,11917,1,0,57,-1,0,0,0,4,0,3,0,0,19.3,862148,0,0,1,3,1440,1187,0,0,280,Crystal Palace,Man Utd,Bournemouth,Liverpool,Southampton,0,4,3.3,3.6,4.2,3.3,4.5,3.1,4.9,2.7,4.2,4.4,3.9,36.5
Mohamed,Elneny,MID,ARS,4200000,0,13,0.52,1.23809523809524E-07,3.0952380952381E-06,0,274105,2,7,0,0,0,0,0,3.1,2325,-3,0,13,3,0.1,0,0.5,0,0,1,0,1,3,238804,0,0,0,0,412,5532,0,0,78,Everton,Tottenham,Man City,Brighton,Watford,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,22.4
,Emerson,DEF,CHE,5500000,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,412,0,0,0,0,0,412,0,0,0,Watford,West Brom,Man Utd,Man City,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian,Eriksen,MID,TOT,9200000,10,134,5.6,6.08695652173913E-07,1.45652173913043E-05,0,1901421,0,19,0,0,0,7,0,14.6,4208,-3,0,134,3,0.6,0,5.4,18,0,12,0,7,13.9,1757418,0,0,0,2,2048,13716,0,0,523,Liverpool,Arsenal,Crystal Palace,Huddersfield,Bournemouth,4.5,7.8,5.5,8.2,6.3,7.4,5.4,5.6,5.1,5.4,6.6,6,7.3,208.4
Jonny,Evans,DEF,WBA,4900000,0,63,3,6.12244897959184E-07,1.28571428571429E-05,0,85218,5,29,0,0,0,2,0,12.9,3005,-1,0,63,1,0.9,0,4.5,4,0,5,0,1,1.6,120839,1,0,0,1,1813,499,0,0,354,Southampton,Chelsea,Huddersfield,Watford,Leicester,0,2.5,3.7,3,3.2,2.1,3.5,3.1,2,3.5,2.2,3.3,3.4,70.6
Lukasz,Fabianski,GLK,SWA,4600000,3,103,4.1,8.91304347826087E-07,2.23913043478261E-05,0,322576,0,36,0,96,0,0,0,22.4,2313,1,0,103,-1,0.9,0,4,8,0,7,0,0,8,504209,0,0,1,2,2250,10434,0,0,515,Leicester,Burnley,Brighton,West Ham,Huddersfield,3.7,5.1,4.7,5.8,4.1,5.1,3.7,3.9,4.4,3.8,4.8,3.9,5.4,71.5
Cesc,Fabregas,MID,CHE,6800000,0,58,2.8,4.11764705882353E-07,8.52941176470588E-06,0,683754,3,14,0,0,0,1,0,8.5,1224,-2,0,58,2,0.1,0,0.5,4,0,7,0,4,2.9,400195,0,0,0,1,1438,782,0,1,356,Watford,West Brom,Man Utd,Man City,Crystal Palace,2.2,2.9,1.4,1.4,2.5,2.2,2.1,2.7,2.3,3.1,2.3,1.9,2.5,174.6
Adam,Federici,GLK,BOU,4000000,0,0,0,0,0,0,135723,0,0,0,0,0,0,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,2.2,16445,0,0,0,0,0,184,0,0,0,Stoke,Huddersfield,Newcastle,Leicester,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sofiane,Feghouli,MID,WHU,5500000,0,0,0,0,0,0,1421,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,Brighton,Watford,Liverpool,Swansea,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marouane,Fellaini,MID,MUN,4700000,1,35,1.4,2.97872340425532E-07,7.4468085106383E-06,0,202926,1,0,0,0,0,3,0,7.4,291,-3,0,35,3,0.2,0,1,3,0,3,0,0,0.6,190910,0,0,0,1,408,52,0,0,120,Huddersfield,Newcastle,Chelsea,Crystal Palace,Liverpool,0,0.7,0.7,0.7,0.7,0.7,1,0.7,1.1,0.7,1.1,0.7,0.8,44.1
Leroy,Fer,MID,SWA,5200000,2,40,2.1,4.03846153846154E-07,7.69230769230769E-06,0,38643,5,25,0,0,0,1,0,7.7,50,-3,0,40,3,0.3,0,1.3,0,0,4,0,1,0.2,17024,0,0,0,0,1359,85,0,0,199,Leicester,Burnley,Brighton,West Ham,Huddersfield,1.2,1.5,1.2,1.8,1.4,1.6,1,1.3,2.1,1,1.3,1.5,1.7,55.7
Nathan,Ferguson,DEF,WBA,4000000,0,0,0,0,0,0,1341,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0.1,3463,0,0,0,0,0,94,0,0,0,Southampton,Chelsea,Huddersfield,Watford,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edimilson,Fernandes,MID,WHU,4400000,0,9,0.36,8.18181818181818E-08,2.04545454545455E-06,0,16504,1,13,0,0,0,0,0,2,27,-1,0,9,1,0,0,0,0,0,0,0,0,0.2,6425,0,0,0,0,412,2,0,0,44,Brighton,Watford,Liverpool,Swansea,Burnley,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,10.6
Federico,Fernandez,DEF,SWA,4400000,2,53,2.8,6.36363636363636E-07,1.20454545454545E-05,0,195196,4,28,0,0,0,0,0,12,576,-1,0,53,1,0.8,0,3.5,8,0,5,0,1,1.6,186067,1,0,0,1,1710,3092,0,0,325,Leicester,Burnley,Brighton,West Ham,Huddersfield,2,3,2.7,3.4,2.3,3,2,2.1,2.5,2.1,2.8,2.1,3.2,52.9
,Fernandinho,MID,MCI,5100000,10,86,3.4,6.66666666666667E-07,1.68627450980392E-05,0,547362,6,16,0,0,0,3,0,16.9,2524,1,0,86,-1,0.8,0,4,5,0,12,0,4,6,722728,0,0,0,1,2081,12797,0,0,425,Burnley,Leicester,Arsenal,Chelsea,Stoke,2.9,3.4,2.5,2.8,2.8,3.4,3.4,2.7,2.3,3.5,3,4,3.1,119.1
,Fernando,MID,MCI,4500000,0,0,0,0,0,0,4425,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,538,0,0,0,0,0,5,0,0,0,Burnley,Leicester,Arsenal,Chelsea,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam,Field,MID,WBA,4500000,1,20,0.8,1.77777777777778E-07,4.44444444444444E-06,0,20992,3,3,0,0,0,1,0,4.4,59,0,0,20,0,0.1,0,0.3,2,0,4,0,0,0.2,21644,0,0,0,0,492,8,0,0,61,Southampton,Chelsea,Huddersfield,Watford,Leicester,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,21.6
Roberto,Firmino,FWD,LIV,9200000,8,127,5.3,5.76086956521739E-07,1.3804347826087E-05,0,2383468,1,23,0,0,0,11,0,13.8,20562,7,0,127,-7,0.7,0,6,21,0,10,0,6,40.1,3347311,0,0,0,3,1773,18856,0,0,519,Tottenham,Southampton,West Ham,Newcastle,Man Utd,6.6,6.5,7.3,7.2,4.9,7,6,5.7,7.2,5.8,7.7,4.6,7.6,208.1
Jon,Flanagan,DEF,LIV,4400000,0,0,0,0,0,0,1272,0,0,0,0,0,0,0,0,22,-1,0,0,1,0,0,0,0,0,0,0,0,0,1161,0,0,0,0,0,10,0,0,0,Tottenham,Southampton,West Ham,Newcastle,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashley,Fletcher,FWD,WHU,4500000,0,0,0,0,0,0,34057,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0.3,6611,0,0,0,0,0,27,0,0,0,Brighton,Watford,Liverpool,Swansea,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darren,Fletcher,MID,STK,4900000,3,63,2.6,5.30612244897959E-07,1.28571428571429E-05,0,54122,0,47,0,0,0,1,0,12.9,156,-1,0,63,1,0.6,0,2.7,3,0,4,0,1,0.5,28307,0,0,0,1,2065,60,0,0,316,Bournemouth,Brighton,Leicester,Southampton,Man City,1.9,2.4,1.6,1.8,1.5,3,1.4,2,1.8,2.2,1.3,2.4,1.9,73.1
Phil,Foden,MID,MCI,4700000,0,1,0.04,8.51063829787234E-09,2.12765957446809E-07,0,2440,0,1,0,0,0,0,0,0.2,10,-3,0,1,3,0,0,0,0,0,0,0,0,0,729,0,0,0,0,7,5,0,0,1,Burnley,Leicester,Arsenal,Chelsea,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
Michael,Folivi,FWD,WAT,4500000,0,0,0,0,0,0,13174,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0.2,21933,0,0,0,0,0,19,0,0,0,Chelsea,West Ham,Everton,West Brom,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jose,Fonte,DEF,WHU,4700000,0,34,1.36,2.8936170212766E-07,7.23404255319149E-06,0,151244,0,11,0,0,0,0,0,7.2,162,-3,0,34,3,0,0,0,3,0,3,0,2,0.8,76784,0,0,0,0,688,5,0,0,156,Brighton,Watford,Liverpool,Swansea,Burnley,0,0,0.7,0.7,1,1,1,0.7,1.1,0.7,0.7,0.7,0.8,33.4
Fraser,Forster,GLK,SOU,4700000,0,73,3.6,7.65957446808511E-07,1.5531914893617E-05,0,481859,0,30,0,69,0,0,0,15.5,3197,-3,1,73,3,0,0,0,6,0,4,0,0,4.6,362924,0,0,1,1,1800,238,-1,0,351,West Brom,Liverpool,Burnley,Stoke,Newcastle,3.3,4.2,3.9,4.4,3.4,3.3,4.1,3.5,3.9,3.2,3.5,2.8,3.4,48.9
Ben,Foster,GLK,WBA,4400000,3,82,3.4,7.72727272727273E-07,1.86363636363636E-05,0,640912,2,33,0,62,0,0,0,18.6,2714,-1,0,82,1,0.9,0,3.8,6,0,7,0,0,9.5,426279,0,0,0,0,2160,6319,0,0,409,Southampton,Chelsea,Huddersfield,Watford,Leicester,4.1,3.1,4.4,3.6,3.8,2.6,4.1,3.7,2.5,4.2,2.7,3.9,3.9,45.6
Timothy,Fosu-Mensah,DEF,CRY,4400000,2,34,2,4.54545454545455E-07,7.72727272727273E-06,0,88075,1,24,0,0,0,0,0,7.7,445,-1,0,34,1,0.7,0,3,3,0,2,0,0,1.1,59092,0,0,0,0,1320,1433,0,0,244,Newcastle,Everton,Tottenham,Man Utd,Chelsea,1.5,1,1.7,1.8,1.4,1.2,1.9,1.1,2.2,1.7,1.6,1.4,1.9,39.5
Juan,Foyth,DEF,TOT,4500000,0,0,0,0,0,0,1562,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1664,0,0,0,0,0,10,0,0,0,Liverpool,Arsenal,Crystal Palace,Huddersfield,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simon,Francis,DEF,BOU,4300000,6,37,1.8,4.18604651162791E-07,8.6046511627907E-06,0,155973,6,26,0,0,0,0,0,8.6,405,-2,0,37,2,0.7,0,3,1,0,3,0,0,1,69671,0,0,0,0,1792,5696,0,1,308,Stoke,Huddersfield,Newcastle,Leicester,Tottenham,1.6,1.1,1.2,1,1.4,1.5,1.5,2.4,1.2,1.4,1.4,1.2,1.3,84.2
Ryan,Fraser,MID,BOU,5100000,3,60,3.8,7.45098039215686E-07,1.17647058823529E-05,0,84136,0,19,0,0,0,4,0,11.8,1234,-4,0,60,4,1.1,0,5.7,8,0,1,0,1,1.1,76379,0,0,0,2,1131,3804,0,0,214,Stoke,Huddersfield,Newcastle,Leicester,Tottenham,4.1,3.6,4.2,3.3,3.5,4.6,3.5,4,2.5,3.3,3.6,4.1,3.4,86
Christian,Fuchs,DEF,LEI,4800000,1,49,2.7,5.625E-07,1.02083333333333E-05,0,191524,1,20,0,0,0,0,0,10.2,922,-2,0,49,2,0.1,0,0.7,6,0,4,0,1,2,98656,0,0,0,1,1384,495,0,0,263,Swansea,Man City,Stoke,Bournemouth,West Brom,2.5,1.8,3.1,2.4,1.9,3.4,2.4,2.4,2.4,2.9,3.2,3.4,1.9,51.6
Jay,Fulton,MID,SWA,4300000,0,1,0.5,1.16279069767442E-07,2.32558139534884E-07,0,3974,1,0,0,0,0,0,0,0.2,19,-2,0,1,2,0,0,0,0,0,0,0,0,0.1,3677,0,0,0,0,17,1,0,0,1,Leicester,Burnley,Brighton,West Ham,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramiro,Funes Mori,DEF,EVE,4900000,0,0,0,0,0,0,1087,0,0,0,0,0,0,0,0,5,-1,0,0,1,0,0,0,0,0,0,0,0,0,469,0,0,0,0,0,7,0,0,0,Arsenal,Crystal Palace,Watford,Burnley,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manolo,Gabbiadini,FWD,SOU,6300000,0,46,2.1,3.33333333333333E-07,7.3015873015873E-06,0,488682,2,14,0,0,0,3,0,7.3,866,-7,0,46,7,0.1,0,0.8,4,0,4,0,0,1.3,259381,0,0,0,1,940,114,0,0,136,West Brom,Liverpool,Burnley,Stoke,Newcastle,1.5,1.5,1.4,2.2,1.7,1.5,1.5,1.1,1.1,1.5,1.8,1.5,1.5,41.1
Ali,Gabr,DEF,WBA,4500000,0,0,0,0,0,0,268,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,2942,0,0,0,0,0,2044,0,0,0,Southampton,Chelsea,Huddersfield,Watford,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gabriel,DEF,ARS,5000000,0,0,0,0,0,0,2189,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,346,0,0,0,0,0,1,0,0,0,Everton,Tottenham,Man City,Brighton,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gamez,DEF,NEW,3900000,0,9,0.36,9.23076923076923E-08,2.30769230769231E-06,0,213298,0,0,0,0,0,0,0,2.3,787,-1,0,9,1,0,0,0,2,0,1,0,0,1.7,192023,0,0,0,0,97,358,0,0,38,Crystal Palace,Man Utd,Bournemouth,Liverpool,Southampton,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,8.4
Dwight,Gayle,FWD,NEW,6100000,1,49,1.96,3.21311475409836E-07,8.0327868852459E-06,0,176735,2,23,0,0,0,3,0,8,1024,-4,0,49,4,0.2,0,1.3,4,0,1,0,1,0.9,103011,0,0,0,1,1059,141,0,0,150,Crystal Palace,Man Utd,Bournemouth,Liverpool,Southampton,1.4,1.5,1.5,1.1,1.7,1.1,1.9,1.4,1.6,1.3,1.8,1.5,1,74.9
Paulo,Gazzaniga,GLK,TOT,4200000,0,9,0.36,8.57142857142857E-08,2.14285714285714E-06,0,4674,0,0,0,3,0,0,0,2.1,33,-3,0,9,3,0,0,0,2,0,1,0,0,0.1,6000,0,0,0,0,90,51,0,0,26,Liverpool,Arsenal,Crystal Palace,Huddersfield,Bournemouth,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.7
Kieran,Gibbs,DEF,WBA,5000000,0,59,2.8,5.6E-07,1.18E-05,0,36411,1,26,0,0,0,0,0,11.8,1008,0,0,59,0,0.5,0,2.3,1,0,5,0,2,0.5,46905,0,0,0,0,1806,73,0,0,318,Southampton,Chelsea,Huddersfield,Watford,Leicester,0,2.2,3.4,2.7,2.9,1.9,3.1,2.8,1.8,3.2,2,3,3.2,70.2
Olivier,Giroud,FWD,CHE,8200000,1,37,2.3,2.80487804878049E-07,4.51219512195122E-06,0,124465,0,4,0,0,0,4,0,4.5,435,-3,0,37,3,0,0,0.3,4,0,1,0,0,1.2,68497,0,0,0,1,374,10855,0,0,140,Watford,West Brom,Man Utd,Man City,Crystal Palace,2,2.3,1.4,1.7,2.2,1.7,1.8,2.1,2,2.4,1.7,1.8,1.9,53.1
Connor,Goldson,DEF,BHA,3900000,0,5,0.2,5.12820512820513E-08,1.28205128205128E-06,0,80513,1,4,0,0,0,0,0,1.3,1604,-1,0,5,1,-0.1,0,-0.3,0,0,1,0,0,2.8,177227,0,0,0,0,180,2777,0,0,33,West Ham,Stoke,Swansea,Arsenal,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,9.7
Heurelho,Gomes,GLK,WAT,4500000,0,62,2.7,6E-07,1.37777777777778E-05,0,138674,0,39,0,61,0,0,0,13.8,2837,0,0,62,0,0.2,0,0.8,4,0,5,0,0,1.7,131918,0,0,0,0,2038,19,0,0,386,Chelsea,West Ham,Everton,West Brom,Arsenal,2.5,2.8,2.2,2.7,2.3,2.4,2.2,2.7,2.3,3.8,2.2,2.2,2,45.1
