FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Tommy,Smith,DEF,HUD,4900000,0,24,2.4,4.89795918367347E-07,4.89795918367347E-06,0,22927,4,12,0,0,0,0,0,4.9,1131,-1,0,24,1,0.1,0,0.3,2,0,3,0,0,0.4,11973,0,0,0,0,844,411,0,0,137,West Brom,Bournemouth,Man City,Arsenal,Everton,2.9,1.7,1.7,1.2,1.2,2.8,1.9,2.6,2,2.4,2.5,1.2,2.9,1.6,2.8,1.2,2.5,1.8,1.8,1.8,3.6,1.4,1.8,2.3,1.9,2.1,1.2,2.9,27.4
Robert,Snodgrass,MID,WHU,5800000,0,0,0,0,0,0,228094,0,0,0,0,0,0,0,0,979,-2,0,0,2,0,0,0,0,0,0,0,0,0.6,1810,0,0,0,0,0,4,0,0,0,Liverpool,Watford,Leicester,Everton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramadan,Sobhi,MID,STK,4700000,3,12,0.4,8.51063829787234E-08,2.5531914893617E-06,0,34744,0,9,0,0,0,0,0,2.6,964,-3,0,12,3,0.3,0,1.3,0,0,1,0,1,0.4,9864,0,0,0,0,272,514,0,0,42,Leicester,Brighton,Crystal Palace,Liverpool,Swansea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,9.1
Dominic,Solanke,FWD,LIV,4700000,1,6,0.2,4.25531914893617E-08,1.27659574468085E-06,0,139235,0,2,0,0,0,0,0,1.3,4766,-3,0,6,3,0.1,0,0.7,0,0,0,0,0,1.6,45806,0,0,0,0,82,3424,0,0,11,West Ham,Southampton,Chelsea,Stoke,Brighton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,8.4
Heung-Min,Son,MID,TOT,7900000,3,23,0.766666666666667,9.70464135021097E-08,2.91139240506329E-06,0,72552,0,2,0,0,0,1,0,2.9,6816,-1,0,23,1,0.5,0,4.3,0,0,4,0,0,1.4,84546,0,0,0,0,407,22189,0,0,73,Crystal Palace,Arsenal,West Brom,Leicester,Watford,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,36.9
Pape,Souare,DEF,CRY,4500000,0,0,0,0,0,0,604,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,0,34,0,0,0,Tottenham,Everton,Stoke,Brighton,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry,Souttar,DEF,STK,4000000,0,0,0,0,0,0,3599,0,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0.1,7484,0,0,0,0,0,298,0,0,0,Leicester,Brighton,Crystal Palace,Liverpool,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julian,Speroni,GLK,CRY,4000000,1,6,0.2,5E-08,1.5E-06,0,35217,0,4,0,6,0,0,0,1.5,3410,0,0,6,0,0.5,0,2,0,0,0,0,0,3,74732,0,0,0,0,270,15233,0,0,38,Tottenham,Everton,Stoke,Brighton,West Brom,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.4
Junior,Stanislas,MID,BOU,5900000,2,21,4.2,7.11864406779661E-07,3.55932203389831E-06,0,9070,1,5,0,0,0,1,0,3.6,3964,-1,0,21,1,1,0,5.7,3,0,1,0,1,0.2,12271,0,0,0,1,403,753,0,0,79,Newcastle,Huddersfield,Swansea,Burnley,Southampton,0,5.3,5.2,4.8,4.2,4.1,2.6,5.2,2.7,5.6,6.1,3.4,5.8,4,4.5,4.7,3.9,5.6,3.9,3.8,5,4.6,5.5,2.9,4.4,4.4,5.1,4,28.3
Jon Gorenc,Stankovic,DEF,HUD,4000000,0,0,0,0,0,0,4355,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2315,0,0,0,0,0,79,0,0,0,West Brom,Bournemouth,Man City,Arsenal,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maarten,Stekelenburg,GLK,EVE,4300000,0,0,0,0,0,0,15710,0,0,0,0,0,0,0,0,634,-2,0,0,2,0,0,0,0,0,0,0,0,0.4,1684,0,0,0,0,0,63,0,0,0,Watford,Crystal Palace,Southampton,West Ham,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dale,Stephens,MID,BHA,4500000,2,26,2.6,5.77777777777778E-07,5.77777777777778E-06,0,52905,0,11,0,0,0,0,0,5.8,6231,0,0,26,0,0.5,0,2.3,0,0,3,0,1,1.6,104150,0,0,0,0,900,3076,0,0,159,Swansea,Stoke,Man Utd,Crystal Palace,Liverpool,2.5,2.4,1.3,2.9,2.7,1.7,1.6,2.4,1.6,2,1.6,2.8,1.5,1.9,2,3,1.7,2.6,3.1,2.5,1.3,2.7,2.7,1.8,1.9,1.8,2.2,1.3,32
Jack,Stephens,DEF,SOU,4600000,0,15,0.5,1.08695652173913E-07,3.26086956521739E-06,0,48871,0,4,0,0,0,0,0,3.3,880,-4,0,15,4,0,0,0,1,0,2,0,0,0.2,13721,0,0,0,0,360,117,0,0,85,Burnley,Liverpool,Everton,Man City,Bournemouth,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,15.1
Raheem,Sterling,MID,MCI,8200000,7,57,1.9,2.31707317073171E-07,6.95121951219512E-06,0,488346,1,4,0,0,0,7,0,7,61331,2,0,57,-2,0.9,0,7.3,4,0,3,0,2,13.9,901848,0,0,0,2,506,74373,0,1,197,Arsenal,Leicester,Huddersfield,Southampton,West Ham,1.8,1.1,1.1,1.1,1.7,1,1.7,1,1.6,1.1,1.2,1,1,1.7,1.4,1.2,1.6,1,1,1.1,1.3,1.7,1.2,1.1,1.5,1.2,1.6,1.3,84
,Steve Cook,DEF,BOU,4800000,2,8,0.266666666666667,5.55555555555556E-08,1.66666666666667E-06,0,21942,3,12,0,0,0,0,0,1.7,546,-2,0,8,2,0.3,0,1.3,0,0,0,0,0,0.4,1866,0,0,0,0,579,125,0,0,73,Newcastle,Huddersfield,Swansea,Burnley,Southampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,23.8
John,Stones,DEF,MCI,5600000,1,43,4.3,7.67857142857143E-07,7.67857142857143E-06,0,224104,0,5,0,0,0,0,0,7.7,26923,1,0,43,-1,0.5,0,2.7,2,0,6,0,0,9.6,408283,0,0,0,0,764,16222,0,0,207,Arsenal,Leicester,Huddersfield,Southampton,West Ham,5.9,3.6,4.9,4.7,5.9,3.3,4.6,4.6,5.2,4.2,5.3,4.8,3.8,5.6,5.9,5,4.6,3.4,4.3,4.7,5.8,3.8,4.7,5,4,4.7,5.8,5.3,26.4
Daniel,Sturridge,FWD,LIV,8000000,6,23,2.9,3.625E-07,2.875E-06,0,32460,0,3,0,0,0,2,0,2.9,2121,0,0,23,0,0.3,0,2.7,0,0,2,0,1,0.9,32968,0,0,0,0,362,12167,0,0,101,West Ham,Southampton,Chelsea,Stoke,Brighton,1.6,2.8,2.4,2.3,1.8,4.2,3.7,2.2,1.4,2.7,3.5,1.6,2.7,1.8,1.5,2.5,1.9,3.6,3.6,1.4,2.9,2.5,2.4,3.8,1.7,3.9,1.7,3.6,46.7
Isaac,Success,MID,WAT,5300000,0,0,0,0,0,0,2381,0,0,0,0,0,0,0,0,61,-2,0,0,2,0,0,0,0,0,0,0,0,0,437,0,0,0,0,0,13,0,0,0,Everton,West Ham,Newcastle,Man Utd,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew,Surman,MID,BOU,4600000,2,34,3.8,8.26086956521739E-07,7.39130434782609E-06,0,118599,0,11,0,0,0,2,0,7.4,15669,1,0,34,-1,0.9,0,4.3,5,0,1,0,0,6.3,383108,0,0,0,1,810,42712,0,0,152,Newcastle,Huddersfield,Swansea,Burnley,Southampton,3.2,4.6,4.6,4.1,3.6,3.6,2.2,4.6,2.2,4.9,5.5,2.9,5.1,3.4,3.8,4,3.3,4.9,3.3,3.3,4.3,4,4.8,2.4,3.8,3.8,4.4,3.4,34.8
Markus,Suttner,DEF,BHA,4400000,0,20,2.9,6.59090909090909E-07,4.54545454545455E-06,0,42775,0,8,0,0,0,0,0,4.5,4000,-1,0,20,1,0.2,0,0.7,1,0,2,0,0,0.6,29902,0,0,0,0,630,381,0,0,104,Swansea,Stoke,Man Utd,Crystal Palace,Liverpool,2.2,3.1,1.5,4.4,3.6,2.4,2.5,3.3,2.9,2.7,2,3.2,2.5,2.6,2.7,3.7,2.3,2.4,3.7,1.8,1.8,2.7,3.6,3.3,2.8,2.5,2.9,1.8,12.8
Dusan,Tadic,MID,SOU,6400000,2,26,2.6,4.0625E-07,4.0625E-06,0,213185,2,9,0,0,0,1,0,4.1,9016,-1,1,26,1,0.4,0,2.3,0,0,4,0,0,2.2,151598,0,0,0,0,817,2222,-1,0,116,Burnley,Liverpool,Everton,Man City,Bournemouth,2,1.5,3,1.4,2.5,2.7,2.3,2.5,2.3,2,1.4,2.5,2.5,1.5,1.9,1.9,2.3,2.2,1.9,2,3,2.2,1.6,1.5,2.1,2.4,2.9,1.3,68.4
Matt,Targett,DEF,SOU,4300000,0,0,0,0,0,0,5616,0,0,0,0,0,0,0,0,111,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,792,0,0,0,0,0,58,0,0,0,Burnley,Liverpool,Everton,Man City,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,Tarkowski,DEF,BUR,4500000,5,31,3.1,6.88888888888889E-07,6.88888888888889E-06,0,8828,3,9,0,0,0,0,0,6.9,739,0,0,31,0,0.5,0,2.3,0,0,4,0,0,0.5,27349,0,0,0,0,900,1927,0,0,173,Southampton,Swansea,Arsenal,Bournemouth,Leicester,3.2,2.5,3.9,2.8,2,3.1,3.3,3,2.9,1.8,2.9,3.8,3.7,3,2.4,2.4,2.7,3,2.9,2.7,2.7,3,4,2.9,2.8,3.8,1.9,3.4,39.1
Charlie,Taylor,DEF,BUR,4300000,0,0,0,0,0,0,9514,0,0,0,0,0,0,0,0,359,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,2076,0,0,0,0,0,181,0,0,0,Southampton,Swansea,Arsenal,Bournemouth,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stuart,Taylor,GLK,SOU,4000000,0,0,0,0,0,0,6345,0,0,0,0,0,0,0,0,436,0,0,0,0,0,0,0,0,0,0,0,0,0.4,12482,0,0,0,0,0,336,0,0,0,Burnley,Liverpool,Everton,Man City,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,Tomkins,DEF,CRY,4300000,1,5,0.166666666666667,3.87596899224806E-08,1.16279069767442E-06,0,52051,0,4,0,0,0,0,0,1.2,865,-2,0,5,2,0.1,0,0.3,0,0,0,0,0,0.4,4311,0,0,0,0,232,432,0,0,34,Tottenham,Everton,Stoke,Brighton,West Brom,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,9.2
Fikayo,Tomori,DEF,CHE,4500000,0,0,0,0,0,0,614,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,333,0,0,0,0,0,5,0,0,0,Man Utd,West Brom,Liverpool,Swansea,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andros,Townsend,MID,CRY,5700000,6,23,2.3,4.03508771929825E-07,4.03508771929825E-06,0,93367,0,19,0,0,0,0,0,4,2185,-3,0,23,3,0.6,0,3.3,1,0,0,0,1,1,17511,0,0,0,0,855,1128,0,0,139,Tottenham,Everton,Stoke,Brighton,West Brom,1.3,2.9,2,1.2,1.2,2.4,1.4,1.3,2,2.7,1.2,1.6,2.1,1.2,1.4,2.5,2,1.6,1.8,1.6,1.3,2.3,1.7,2,1.7,2.3,1.3,2.2,49.1
Kieran,Trippier,DEF,TOT,5600000,0,48,6,1.07142857142857E-06,8.57142857142857E-06,0,229785,0,5,0,0,0,0,0,8.6,36516,1,0,48,-1,0.8,0,4.7,6,0,4,0,4,9.8,541766,0,0,0,2,633,99635,0,0,210,Crystal Palace,Arsenal,West Brom,Leicester,Watford,8.4,6,8.4,6.2,9,7.8,8.3,6.6,8,7.2,8.6,7.6,7.1,8.5,7.3,6.6,8.8,7.7,8.4,7.9,8.5,8.4,7.8,6,7.8,6.8,7.7,7,40.5
Axel,Tuanzebe,DEF,MUN,3900000,0,0,0,0,0,0,80937,0,0,0,0,0,0,0,0,3299,-1,0,0,1,0,0,0,0,0,0,0,0,1.7,75005,0,0,0,0,0,4293,0,0,0,Chelsea,Newcastle,Brighton,Watford,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh,Tymon,DEF,STK,4400000,0,0,0,0,0,0,781,0,0,0,0,0,0,0,0,40,-1,0,0,1,0,0,0,0,0,0,0,0,0,356,0,0,0,0,0,7,0,0,0,Leicester,Brighton,Crystal Palace,Liverpool,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leonardo,Ulloa,FWD,LEI,4800000,0,0,0,0,0,0,12810,0,0,0,0,0,0,0,0,729,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,8538,0,0,0,0,0,385,0,0,0,Stoke,Man City,West Ham,Tottenham,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antonio,Valencia,DEF,MUN,6700000,5,59,5.9,8.80597014925373E-07,8.80597014925373E-06,0,313155,3,4,0,0,0,1,0,8.8,23290,2,0,59,-2,0.6,0,4,6,0,8,0,0,14.4,498169,0,0,0,1,900,30134,0,0,239,Chelsea,Newcastle,Brighton,Watford,Arsenal,6.9,8.9,8.9,8,4.5,7,8.7,6.1,4.6,8.8,8.1,4.9,8.6,6.5,6.6,8.9,5.5,7.6,6.1,8.9,6,7.3,5,8.9,6.3,8.9,6.3,7.8,38.5
Enner,Valencia,FWD,WHU,5000000,0,0,0,0,0,0,1927,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,494,0,0,0,0,0,13,0,0,0,Liverpool,Watford,Leicester,Everton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick,van Aanholt,DEF,CRY,5100000,1,7,0.233333333333333,4.57516339869281E-08,1.37254901960784E-06,0,145156,2,16,0,0,0,0,0,1.3,5095,-4,1,7,4,0.3,0,1.3,0,0,0,0,0,1,13543,0,0,0,0,588,42,-1,0,76,Tottenham,Everton,Stoke,Brighton,West Brom,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,23.7
Mike,van der Hoorn,DEF,SWA,4400000,1,14,0.466666666666667,1.06060606060606E-07,3.18181818181818E-06,0,4034,1,3,0,0,0,0,0,3.2,207,-1,0,14,1,0.1,0,0.3,1,0,2,0,0,0.1,2897,0,0,0,0,279,313,0,0,67,Brighton,Burnley,Bournemouth,Chelsea,Stoke,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,8.9
Virgil,van Dijk,DEF,SOU,5400000,2,14,2.8,5.18518518518518E-07,2.59259259259259E-06,0,74416,0,5,0,0,0,0,0,2.6,4271,-1,0,14,1,0.7,0,4,3,0,1,0,0,2.2,71844,0,0,0,1,363,17414,0,0,82,Burnley,Liverpool,Everton,Man City,Bournemouth,2.6,2.1,2.2,2.1,2.7,3.1,2.1,3,3,2.9,1.8,3.9,3.8,2.2,3,2.9,3,2.8,2.5,2.3,2.6,2.6,1.9,2,1.9,2.6,2.1,1.7,20.7
Rajiv,van La Parra,MID,HUD,4800000,1,13,1.3,2.70833333333333E-07,2.70833333333333E-06,0,7103,2,9,0,0,0,0,0,2.7,281,-2,1,13,2,0.2,0,1,0,0,1,0,0,0.1,2150,0,0,0,0,509,122,-1,0,38,West Brom,Bournemouth,Man City,Arsenal,Everton,0.9,0.6,0.6,0.6,0.8,0.8,0.6,0.6,0.6,0.8,0.8,0.6,1.1,0.6,0.9,0.6,1,0.6,0.6,0.9,1,0.6,0.6,0.6,0.6,1.3,0.6,1.1,22.4
Jamie,Vardy,FWD,LEI,8600000,8,50,5,5.81395348837209E-07,5.81395348837209E-06,0,799779,1,13,0,0,0,6,0,5.8,44975,1,0,50,-1,0.5,1,4,9,0,3,0,0,15.5,1112176,0,0,0,1,875,100657,0,0,197,Stoke,Man City,West Ham,Tottenham,Burnley,5.9,5.7,4.7,5.2,6.2,4.4,5.3,7.5,6.3,6.6,4.1,6.9,5,5.9,5.6,5.7,4.5,7.3,7.3,5.1,7.3,5.1,7.1,4.7,5.7,5.6,7.1,4.5,75.7
Jan,Vertonghen,DEF,TOT,6000000,2,40,4,6.66666666666667E-07,6.66666666666667E-06,0,169582,2,7,0,0,0,0,0,6.7,9229,0,0,40,0,0.7,0,4,1,0,5,0,1,8.3,131426,0,0,0,0,900,53450,0,0,221,Crystal Palace,Arsenal,West Brom,Leicester,Watford,5.6,3.2,5.2,3.3,5.9,4.4,5,3.6,4.7,4,5.2,4.3,3.9,5,4.1,3.6,5.2,5.1,5.1,4.5,4.9,4.9,4.4,3.2,4.7,4.2,4.7,3.9,38.3
Nikola,Vlasic,MID,EVE,5500000,0,7,0.233333333333333,4.24242424242424E-08,1.27272727272727E-06,0,1152,0,7,0,0,0,0,0,1.3,229,0,0,7,0,0.2,0,1.3,0,0,0,0,0,0,2116,0,0,0,0,258,90,0,0,35,Watford,Crystal Palace,Southampton,West Ham,Huddersfield,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,15.8
Sam,Vokes,FWD,BUR,5800000,0,20,3.3,5.68965517241379E-07,3.44827586206897E-06,0,376979,0,4,0,0,0,2,0,3.4,10868,-2,1,20,2,0.1,0,0.3,3,0,1,0,0,2.6,292584,0,0,0,1,347,667,-1,0,64,Southampton,Swansea,Arsenal,Bournemouth,Leicester,3.1,2.9,4,3.5,2.7,3,4.1,3,2.6,1.9,2.7,4.1,3.8,3.3,2.5,2.8,3,2.9,4.6,2.7,2.5,2.9,4,3.7,3.6,3.9,1.9,4.1,22.6
Michel,Vorm,GLK,TOT,4900000,0,0,0,0,0,0,3269,0,0,0,0,0,0,0,0,509,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,6620,0,0,0,0,0,6060,0,0,0,Crystal Palace,Arsenal,West Brom,Leicester,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Molla,Wague,DEF,WAT,4500000,0,1,0.0333333333333333,7.40740740740741E-09,2.22222222222222E-07,0,549,0,1,0,0,0,0,0,0.2,37,0,0,1,0,0,0,0,0,0,0,0,0,0,347,0,0,0,0,45,26,0,0,5,Everton,West Ham,Newcastle,Man Utd,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7
Theo,Walcott,MID,ARS,7100000,0,3,0.1,1.40845070422535E-08,4.22535211267606E-07,0,114187,0,0,0,0,0,0,0,0.4,1442,-4,1,3,4,0,0,0,0,0,0,0,0,0.7,12417,0,0,0,0,46,260,-1,0,5,Man City,Tottenham,Burnley,Huddersfield,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
Kyle,Walker,DEF,MCI,6600000,3,46,5.1,7.72727272727273E-07,6.96969696969697E-06,0,660382,1,5,0,0,0,0,0,7,24930,1,0,46,-1,0.6,0,3.7,1,0,6,0,4,14.5,345422,1,0,0,1,763,15934,0,1,218,Arsenal,Leicester,Huddersfield,Southampton,West Ham,7.4,4.6,6.2,6,7.3,4.3,5.9,5.9,6.6,5.4,6.3,6.1,4.9,7.1,7.4,6.3,5.8,4.5,5.5,6,7.2,4.9,6.1,6.4,5.2,6,7.3,6.7,32.1
Kyle,Walker-Peters,DEF,TOT,4200000,0,7,0.233333333333333,5.55555555555555E-08,1.66666666666667E-06,0,102906,0,0,0,0,0,0,0,1.7,3163,-3,0,7,3,0,0,0,0,0,1,0,0,1,92142,0,0,0,0,98,1556,0,0,33,Crystal Palace,Arsenal,West Brom,Leicester,Watford,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.4
Jonathan,Walters,MID,BUR,5200000,0,2,0.0666666666666667,1.28205128205128E-08,3.84615384615385E-07,0,29049,0,1,0,0,0,0,0,0.4,360,-3,0,2,3,0,0,0,0,0,0,0,0,0.1,1381,0,0,0,0,27,8,0,0,0,Southampton,Swansea,Arsenal,Bournemouth,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8
Victor,Wanyama,MID,TOT,4800000,0,3,0.1,2.08333333333333E-08,6.25E-07,0,37644,0,2,0,0,0,0,0,0.6,611,-2,0,3,2,0,0,0,0,0,0,0,0,0.3,4283,0,0,0,0,98,25,0,0,14,Crystal Palace,Arsenal,West Brom,Leicester,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2
Danny,Ward,GLK,LIV,4500000,0,0,0,0,0,0,382,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,404,0,0,0,0,0,33,0,0,0,West Ham,Southampton,Chelsea,Stoke,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joel,Ward,DEF,CRY,4800000,0,8,0.9,1.875E-07,1.66666666666667E-06,0,19036,2,16,0,0,0,0,0,1.7,761,-2,0,8,2,0.3,0,1.3,0,0,0,0,0,0.2,2761,1,0,0,0,779,228,0,0,109,Tottenham,Everton,Stoke,Brighton,West Brom,0.4,0.4,0.5,0.4,0.4,0.5,0.4,0.4,0.4,0.7,0.4,0.4,0.5,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.6,0.6,0.4,0.4,0.7,29
Stephen,Ward,DEF,BUR,4800000,6,50,5,1.04166666666667E-06,1.04166666666667E-05,0,180316,0,9,0,0,0,1,0,10.6,20316,3,-1,50,-3,0.6,0,3,7,0,4,0,1,15.9,809568,0,0,0,1,890,90375,1,0,207,Southampton,Swansea,Arsenal,Bournemouth,Leicester,6.3,5.2,7.4,5.7,4.3,6.1,6.5,6,5.9,4,5.8,7.2,6,6.1,5,5,5.5,6,5.9,5.6,5.5,6,7.4,5.9,5.7,7.2,4.2,6.6,38.8
James,Ward-Prowse,MID,SOU,5100000,5,13,0.433333333333333,8.49673202614379E-08,2.54901960784314E-06,0,110075,0,3,0,0,0,0,0,2.5,1242,-4,0,13,4,0.3,0,1.7,0,0,1,0,1,0.6,15435,0,0,0,0,254,411,0,0,44,Burnley,Liverpool,Everton,Man City,Bournemouth,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,16.3
Ben,Watson,MID,WAT,4400000,0,2,0.0666666666666667,1.51515151515152E-08,4.54545454545455E-07,0,9218,0,2,0,0,0,0,0,0.5,715,-1,0,2,1,0.1,0,0.3,0,0,0,0,0,0.2,11255,0,0,0,0,11,385,0,0,8,Everton,West Ham,Newcastle,Man Utd,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6
Danny,Welbeck,FWD,ARS,7300000,0,29,4.8,6.57534246575342E-07,3.97260273972603E-06,0,171828,1,8,0,0,0,3,0,3.9,3142,-2,1,29,2,0.1,0,0.7,3,0,3,0,1,0.8,138513,0,0,0,1,460,89,-1,0,118,Man City,Tottenham,Burnley,Huddersfield,Man Utd,0,5.5,3.2,7,6.4,3.8,3.2,7.2,7.2,4.1,3.6,5.3,4.4,7.2,3.7,7.2,3.1,5.9,3.6,6.1,3.2,7.2,5.9,3,7.2,2.4,6.4,3.2,46
Nahki,Wells,FWD,BUR,4900000,0,0,0,0,0,0,2749,0,0,0,0,0,0,0,0,81,-1,0,0,1,0,0,0,0,0,0,0,0,0,996,0,0,0,0,0,97,0,0,0,Southampton,Swansea,Arsenal,Bournemouth,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
